grid,mean_prob,std_prob
0.001,0.365547883241848,0.18996721483546458
0.052421052631578945,0.29861250404302164,0.13876434799051351
0.10384210526315789,0.2861270567572293,0.12138520497125306
0.15526315789473683,0.1969307440800387,0.09594290186295194
0.20668421052631578,0.17517902850347986,0.0935974846970786
0.2581052631578947,0.15040416886408797,0.09613856145581995
0.30952631578947365,0.13577503304680513,0.10026365868620815
0.36094736842105263,0.1217932098116581,0.09280796394960905
0.41236842105263155,0.1135611626792019,0.09079499420151402
0.4637894736842105,0.11044711352010758,0.09044090712018175
0.5152105263157895,0.10683924574486098,0.09124987550074584
0.5666315789473684,0.10541211552604413,0.09108536460035598
0.6180526315789473,0.10493759272513264,0.09128686057137844
0.6694736842105262,0.10489017921254716,0.0913023744786902
0.7208947368421053,0.10476167132760794,0.09129521548853901
0.7723157894736842,0.10462699496713924,0.09139364307168081
0.8237368421052631,0.10462480898782049,0.09139591744769514
0.875157894736842,0.10462214779560643,0.09139765006107771
0.926578947368421,0.10462214779560643,0.09139765006107771
0.978,0.10462214779560644,0.0913976500610777
