grid,mean_prob,std_prob
0.001,0.7272468010070217,0.1676874655928746
0.03152631578947368,0.724863021089671,0.16994646211549072
0.062052631578947366,0.7392738724850907,0.17460388884284547
0.09257894736842105,0.7548603569566575,0.1830762541601243
0.12310526315789473,0.7650929309188205,0.17649289166893134
0.15363157894736842,0.7797638864783596,0.1698302130379476
0.1841578947368421,0.7811014700792913,0.16814158743960644
0.21468421052631578,0.7780014061087454,0.17040455908740618
0.24521052631578946,0.7644621212239037,0.18137094886568358
0.27573684210526317,0.7449252110902542,0.1960215503509316
0.30626315789473685,0.7462658602297627,0.19554291317521338
0.3367894736842105,0.7329962717458329,0.1984791078002855
0.3673157894736842,0.7313833090610193,0.19322701397335157
0.3978421052631579,0.7321444429889259,0.19108985429953515
0.42836842105263156,0.7305664668049815,0.19093945154754835
0.45889473684210524,0.7313918270365949,0.1900833430029164
0.4894210526315789,0.7300351706608342,0.18901280473317805
0.5199473684210526,0.7318127249977087,0.18804844060385853
0.5504736842105263,0.7326885146818864,0.1873525118191521
0.581,0.7327269516389848,0.18733521469896333
