indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,LAT,LONG
0.538,0.063,0.172,0.186,0.187,0.094,0.051,50.795,0.28
0.533,0.141,0.196,0.191,0.221,0.067,0.042,51.755,0.1
0.501,0.04,0.128,0.271,0.147,0.035,0.035,51.608,-1.426
0.502,0.191,0.066,0.192,0.168,0.042,0.055,53.409,-2.231
0.514,0.348,0.174,0.124,0.233,0.084,0.053,52.987,-1.166
0.467,0.422,0.193,0.078,0.212,0.075,0.048,51.767,-1.199
0.532,0.175,0.22,0.099,0.265,0.103,0.059,53.421,-1.481
0.523,0.053,0.109,0.308,0.167,0.041,0.037,52.952,-1.494
0.505,0.116,0.05,0.192,0.125,0.026,0.306,51.06,-1.333
0.504,0.123,0.093,0.212,0.195,0.043,0.045,51.359,0.008
0.52,0.235,0.16,0.169,0.209,0.088,0.057,52.403,-1.988
0.523,0.025,0.105,0.354,0.121,0.028,0.029,51.021,-2.467
0.532,0.204,0.208,0.096,0.25,0.076,0.042,53.821,-1.475
0.525,0.584,0.117,0.237,0.219,0.059,0.041,52.591,-1.083
0.526,0.006,0.222,0.347,0.136,0.056,0.035,53.514,-1.469
0.517,0.286,0.101,0.17,0.191,0.038,0.047,51.573,-0.409
0.498,0.145,0.133,0.204,0.179,0.042,0.043,51.313,-0.068
0.538,0.208,0.028,0.167,0.173,0.028,0.047,51.556,-0.17
0.504,0.09,0.054,0.138,0.21,0.027,0.038,53.831,-1.644
0.499,0.292,0.064,0.095,0.218,0.027,0.036,51.426,-0.922
0.506,0.034,0.188,0.22,0.159,0.082,0.04,53.539,-1.5
0.529,0.128,0.121,0.205,0.198,0.061,0.03,51.921,-0.221
0.457,0.108,0.086,0.115,0.065,0.055,0.36,52.414,-4.088
0.525,0.194,0.066,0.161,0.148,0.041,0.061,51.555,-0.154
0.512,0.049,0.081,0.265,0.194,0.026,0.042,52.709,-2.785
0.514,0.062,0.185,0.148,0.217,0.095,0.052,55.011,-1.476
0.529,0.631,0.225,0.102,0.257,0.14,0.084,51.657,-0.027
0.513,0.105,0.209,0.109,0.257,0.091,0.04,51.565,0.479
0.528,0.039,0.103,0.353,0.134,0.075,0.035,53.32,-2.124
0.512,0.085,0.118,0.296,0.114,0.056,0.035,51.293,-0.321
0.471,0.611,0.17,0.102,0.209,0.132,0.081,53.464,-2.267
0.509,0.346,0.112,0.221,0.159,0.045,0.045,52.674,-1.132
0.482,0.611,0.193,0.157,0.189,0.085,0.086,51.585,-0.252
0.5,0.455,0.107,0.053,0.163,0.078,0.073,51.528,-0.051
0.551,0.212,0.078,0.194,0.175,0.037,0.113,51.755,-1.212
0.51,0.063,0.115,0.216,0.157,0.08,0.044,53.58,-0.663
0.513,0.183,0.055,0.248,0.117,0.025,0.095,52.187,0.115
0.48,0.085,0.17,0.13,0.22,0.102,0.069,53.036,-2.984
0.52,0.237,0.12,0.146,0.244,0.056,0.046,51.316,-0.155
0.514,0.148,0.071,0.023,0.336,0.032,0.05,51.818,-2.266
0.524,0.32,0.119,0.144,0.206,0.054,0.058,51.375,-0.296
0.513,0.05,0.087,0.243,0.187,0.031,0.037,51.889,-1.332
0.526,0.101,0.129,0.143,0.216,0.05,0.056,50.859,-0.131
0.518,0.016,0.183,0.276,0.172,0.064,0.037,53.455,-0.317
0.528,0.059,0.076,0.172,0.109,0.036,0.255,53.965,-1.06
0.531,0.052,0.188,0.262,0.139,0.084,0.04,53.709,-1.532
0.517,0.038,0.058,0.334,0.137,0.03,0.027,52.094,-2.33
0.525,0.055,0.092,0.302,0.156,0.033,0.057,51.234,1.125
0.519,0.591,0.215,0.138,0.162,0.116,0.065,51.581,-0.081
0.523,0.1,0.109,0.091,0.111,0.037,0.331,53.962,-1.065
0.446,0.073,0.105,0.203,0.043,0.044,0.029,52.709,-2.751
0.507,0.066,0.24,0.158,0.218,0.096,0.039,53.476,-2.096
0.5,0.046,0.126,0.242,0.16,0.042,0.039,51.301,0.443
0.54,0.037,0.173,0.193,0.169,0.057,0.034,53.752,-1.48
0.516,0.262,0.094,0.14,0.115,0.046,0.274,52.204,0.136
0.504,0.036,0.207,0.235,0.159,0.054,0.038,52.18,0.987
0.508,0.027,0.144,0.252,0.13,0.063,0.029,53.84,-2.003
0.518,0.082,0.177,0.229,0.173,0.055,0.034,51.524,0.442
0.497,0.021,0.104,0.224,0.141,0.034,0.036,51.438,-2.479
0.504,0.028,0.115,0.263,0.163,0.037,0.04,51.307,-1.574
0.525,0.108,0.052,0.065,0.291,0.036,0.072,54.52,-1.322
0.51,0.709,0.173,0.195,0.189,0.096,0.062,51.598,-0.307
0.507,0.021,0.112,0.323,0.13,0.048,0.031,51.881,-2.583
0.496,0.235,0.111,0.164,0.203,0.046,0.046,51.689,-0.399
0.6,0.054,0.084,0.193,0.256,0.025,0.126,50.955,-2.528
0.526,0.06,0.117,0.239,0.142,0.036,0.028,51.233,-0.342
0.475,0.086,0.257,0.189,0.172,0.111,0.037,52.621,-2.008
0.408,0.489,0.222,0.126,0.148,0.181,0.067,52.588,-2.139
0.511,0.139,0.184,0.286,0.155,0.055,0.031,51.687,0.005
0.499,0.111,0.181,0.122,0.205,0.058,0.037,51.314,-2.208
0.546,0.443,0.123,0.109,0.191,0.078,0.055,51.427,-0.041
0.518,0.071,0.098,0.2,0.2,0.035,0.033,52.019,-0.216
0.567,0.656,0.196,0.081,0.249,0.153,0.075,51.623,-0.064
0.522,0.518,0.103,0.148,0.209,0.073,0.072,51.605,-0.217
0.501,0.348,0.158,0.082,0.171,0.093,0.048,51.583,-0.102
0.526,0.046,0.154,0.301,0.164,0.049,0.038,52.028,-2.608
0.505,0.03,0.088,0.281,0.166,0.034,0.038,51.594,-2.018
0.518,0.102,0.107,0.183,0.174,0.04,0.034,53.396,-2.196
0.524,0.538,0.217,0.142,0.203,0.116,0.077,51.637,-0.061
0.539,0.023,0.164,0.371,0.143,0.06,0.034,51.125,1.088
0.524,0.031,0.205,0.341,0.129,0.068,0.025,53.529,-0.099
0.508,0.198,0.05,0.079,0.226,0.032,0.064,52.22,-0.071
0.534,0.035,0.178,0.266,0.151,0.081,0.02,50.864,0.261
0.532,0.092,0.23,0.284,0.156,0.108,0.034,52.583,-1.107
0.542,0.032,0.155,0.387,0.129,0.057,0.029,51.116,-0.448
0.49,0.121,0.066,0.126,0.074,0.037,0.084,50.829,-0.149
0.494,0.026,0.251,0.114,0.305,0.134,0.041,53.803,-0.314
0.516,0.14,0.087,0.062,0.271,0.038,0.041,51.231,1.198
0.509,0.056,0.146,0.195,0.161,0.041,0.041,52.768,0.451
0.475,0.45,0.198,0.119,0.175,0.095,0.051,51.57,-1.774
0.524,0.028,0.17,0.279,0.155,0.046,0.037,51.577,0.615
0.495,0.179,0.174,0.114,0.19,0.094,0.041,53.641,-1.822
0.521,0.378,0.154,0.183,0.182,0.077,0.06,53.632,-1.822
0.503,0.31,0.133,0.226,0.161,0.044,0.042,51.691,-0.392
0.489,0.659,0.15,0.059,0.22,0.125,0.119,51.511,-0.046
0.516,0.481,0.167,0.124,0.227,0.093,0.068,51.477,0.039
0.517,0.043,0.234,0.164,0.23,0.105,0.051,53.783,-2.282
0.5,0.096,0.121,0.19,0.171,0.056,0.03,51.074,-0.29
0.505,0.033,0.077,0.263,0.166,0.023,0.045,51.43,-2.743
0.549,0.267,0.077,0.104,0.159,0.055,0.062,51.544,-0.101
0.507,0.309,0.139,0.19,0.224,0.043,0.086,51.775,-1.244
0.511,0.1,0.118,0.19,0.209,0.046,0.032,52.037,-1.333
0.515,0.05,0.108,0.264,0.162,0.039,0.057,53.6,-1.802
0.525,0.08,0.178,0.133,0.216,0.092,0.058,51.337,-2.96
0.507,0.085,0.103,0.197,0.205,0.046,0.03,53.74,-1.909
0.508,0.025,0.133,0.278,0.163,0.043,0.029,52.994,-1.436
0.494,0.161,0.02,0.075,0.092,0.019,0.495,53.381,-1.492
0.543,0.425,0.147,0.185,0.144,0.095,0.246,52.438,-1.946
0.502,0.046,0.234,0.142,0.234,0.112,0.043,51.436,0.77
0.515,0.26,0.131,0.236,0.167,0.045,0.04,51.473,0.131
0.504,0.044,0.092,0.28,0.194,0.027,0.035,50.839,-0.276
0.524,0.562,0.225,0.167,0.218,0.111,0.07,52.535,-1.934
0.502,0.146,0.263,0.187,0.184,0.104,0.041,51.558,0.492
0.531,0.286,0.062,0.048,0.105,0.041,0.036,51.445,-0.15
0.514,0.017,0.203,0.268,0.141,0.079,0.032,54.761,-1.716
0.554,0.442,0.092,0.132,0.142,0.081,0.046,51.552,-0.166
0.544,0.197,0.041,0.117,0.045,0.018,0.635,54.78,-1.566
0.499,0.233,0.097,0.087,0.257,0.047,0.049,51.343,-0.275
0.523,0.159,0.06,0.254,0.175,0.044,0.064,51.419,-0.365
0.476,0.347,0.134,0.09,0.329,0.066,0.053,51.576,-0.213
0.469,0.119,0.315,0.162,0.139,0.181,0.028,54.523,-1.542
0.545,0.119,0.201,0.1,0.246,0.124,0.043,53.425,-2.139
0.539,0.778,0.153,0.076,0.259,0.119,0.115,51.486,-0.085
0.517,0.036,0.114,0.256,0.151,0.06,0.038,55.039,-1.434
0.502,0.425,0.117,0.128,0.195,0.057,0.057,51.467,0.047
0.513,0.07,0.103,0.221,0.179,0.025,0.039,51.531,-0.818
0.499,0.134,0.115,0.094,0.204,0.039,0.037,53.775,-1.602
0.507,0.072,0.13,0.122,0.222,0.06,0.046,53.565,-2.366
0.49,0.181,0.121,0.119,0.186,0.05,0.042,51.462,-2.519
0.518,0.037,0.148,0.196,0.171,0.044,0.04,53.043,-1.2
0.521,0.038,0.294,0.143,0.24,0.117,0.044,52.675,0.166
0.51,0.143,0.2,0.125,0.211,0.114,0.117,51.908,-2.08
0.533,0.25,0.066,0.031,0.053,0.052,0.725,52.96,-1.154
0.506,0.507,0.166,0.111,0.266,0.097,0.073,51.898,-0.494
0.527,0.033,0.086,0.23,0.175,0.037,0.055,53.973,-1.139
0.508,0.082,0.071,0.201,0.212,0.027,0.047,53.832,-1.655
0.469,0.53,0.151,0.074,0.183,0.088,0.118,51.553,0.009
0.514,0.043,0.132,0.2,0.189,0.059,0.041,54.487,-1.473
0.541,0.029,0.202,0.282,0.14,0.071,0.045,53.606,-1.455
0.518,0.171,0.179,0.183,0.214,0.066,0.047,53.717,-1.674
0.502,0.372,0.182,0.113,0.234,0.086,0.052,51.561,-2.989
0.497,0.692,0.232,0.039,0.292,0.142,0.107,53.777,-1.548
0.468,0.099,0.136,0.163,0.166,0.085,0.034,51.086,1.163
0.502,0.176,0.075,0.101,0.237,0.028,0.033,51.604,-1.788
0.512,0.132,0.063,0.177,0.174,0.024,0.05,51.948,-0.269
0.491,0.824,0.233,0.075,0.308,0.185,0.095,53.576,-2.449
0.503,0.07,0.101,0.071,0.241,0.031,0.05,52.344,0.321
0.514,0.154,0.065,0.174,0.207,0.029,0.047,51.258,-0.551
0.557,0.669,0.23,0.128,0.192,0.195,0.13,51.524,-0.17
0.473,0.129,0.119,0.124,0.164,0.067,0.052,51.914,0.914
0.499,0.03,0.195,0.25,0.138,0.043,0.042,52.742,-1.389
0.478,0.484,0.175,0.068,0.167,0.089,0.044,51.457,-0.982
0.512,0.278,0.112,0.199,0.195,0.058,0.047,53.715,-1.867
0.503,0.032,0.22,0.287,0.148,0.087,0.035,54.524,-1.527
0.526,0.235,0.212,0.12,0.295,0.143,0.065,53.53,-2.438
0.522,0.018,0.217,0.22,0.19,0.07,0.026,51.698,-2.375
0.552,0.04,0.249,0.142,0.236,0.14,0.048,54.548,-1.195
0.553,0.106,0.034,0.135,0.125,0.016,0.357,51.065,-1.345
0.515,0.111,0.237,0.128,0.249,0.091,0.037,51.662,-1.29
0.516,0.07,0.096,0.208,0.198,0.046,0.049,53.713,-2.288
0.514,0.053,0.169,0.275,0.162,0.051,0.03,53.528,-2.477
0.49,0.068,0.166,0.205,0.088,0.09,0.075,51.352,-2.976
0.497,0.063,0.163,0.231,0.166,0.041,0.035,52.075,1.139
0.475,0.588,0.204,0.084,0.287,0.131,0.11,52.573,-2.02
0.51,0.063,0.118,0.164,0.21,0.03,0.031,51.307,0.446
0.505,0.252,0.141,0.184,0.168,0.042,0.052,53.506,-2.101
0.534,0.023,0.136,0.114,0.213,0.056,0.048,53.116,-1.11
0.496,0.031,0.125,0.124,0.21,0.05,0.039,53.517,-1.415
0.505,0.043,0.084,0.299,0.152,0.034,0.035,52.702,-2.729
0.511,0.007,0.12,0.29,0.125,0.042,0.039,54.761,-3.089
0.512,0.027,0.156,0.226,0.204,0.066,0.04,54.29,-0.443
0.521,0.497,0.184,0.122,0.224,0.097,0.093,51.674,-0.036
0.509,0.013,0.138,0.273,0.164,0.052,0.031,53.337,-0.022
0.517,0.238,0.152,0.073,0.277,0.056,0.063,52.272,-0.811
0.501,0.023,0.182,0.215,0.185,0.062,0.047,52.191,-2.555
0.506,0.2,0.142,0.253,0.161,0.062,0.043,53.622,-1.779
0.486,0.183,0.09,0.138,0.195,0.042,0.065,50.919,-1.418
0.501,0.043,0.192,0.109,0.221,0.071,0.034,53.633,-1.364
0.502,0.411,0.112,0.061,0.091,0.071,0.089,51.504,-0.227
0.515,0.017,0.188,0.222,0.173,0.097,0.035,54.672,-1.223
0.53,0.067,0.202,0.13,0.225,0.084,0.036,53.102,-1.26
0.519,0.365,0.197,0.104,0.23,0.099,0.051,51.39,-0.176
0.503,0.113,0.141,0.214,0.195,0.036,0.034,51.351,-0.511
0.527,0.038,0.217,0.196,0.162,0.105,0.046,51.616,-3.037
0.515,0.044,0.24,0.26,0.145,0.137,0.036,54.58,-1.339
0.52,0.089,0.054,0.22,0.178,0.021,0.063,51.241,-0.524
0.51,0.499,0.183,0.116,0.226,0.107,0.072,53.773,-1.796
0.502,0.018,0.151,0.329,0.117,0.045,0.034,52.063,-1.909
0.518,0.302,0.207,0.135,0.228,0.147,0.075,53.846,-1.606
0.515,0.022,0.09,0.205,0.183,0.027,0.033,53.846,-0.978
0.519,0.469,0.117,0.11,0.152,0.113,0.104,51.529,-0.184
0.532,0.363,0.129,0.107,0.217,0.065,0.056,51.65,-0.075
0.516,0.055,0.17,0.197,0.174,0.047,0.032,51.188,0.393
0.525,0.338,0.22,0.142,0.199,0.097,0.064,51.622,0.011
0.495,0.11,0.178,0.143,0.135,0.044,0.046,52.55,-2.043
0.52,0.072,0.138,0.245,0.152,0.046,0.025,51.136,-0.501
0.533,0.065,0.118,0.191,0.16,0.054,0.093,53.245,-0.544
0.5,0.051,0.142,0.173,0.155,0.063,0.045,52.726,-1.111
0.512,0.017,0.153,0.283,0.135,0.087,0.043,54.617,-1.296
0.495,0.054,0.062,0.209,0.173,0.024,0.037,51.493,-1.136
0.487,0.185,0.172,0.173,0.169,0.087,0.054,52.608,-1.152
0.482,0.012,0.161,0.257,0.145,0.049,0.045,52.895,-3.909
0.525,0.035,0.08,0.227,0.184,0.035,0.043,51.436,-2.828
0.51,0.41,0.12,0.22,0.196,0.096,0.053,51.395,-0.269
0.519,0.078,0.126,0.26,0.168,0.042,0.029,52.448,-2.16
0.501,0.029,0.104,0.113,0.212,0.035,0.052,53.065,-3.063
0.527,0.55,0.168,0.064,0.225,0.116,0.074,51.582,-0.087
0.543,0.078,0.086,0.145,0.237,0.03,0.054,51.01,-0.133
0.511,0.035,0.173,0.19,0.165,0.056,0.027,53.119,-1.306
0.46,0.335,0.074,0.154,0.137,0.051,0.143,52.973,-1.147
0.514,0.34,0.052,0.101,0.128,0.022,0.379,51.445,-0.954
0.501,0.236,0.201,0.076,0.313,0.1,0.094,53.524,-2.099
0.51,0.158,0.183,0.19,0.135,0.103,0.128,51.889,0.923
0.527,0.023,0.223,0.377,0.088,0.097,0.061,55.411,-1.704
0.5,0.056,0.066,0.127,0.185,0.026,0.041,51.753,-0.957
0.497,0.518,0.18,0.13,0.226,0.083,0.056,51.613,-0.029
0.501,0.246,0.081,0.112,0.205,0.04,0.037,51.301,-0.079
0.516,0.036,0.16,0.242,0.187,0.036,0.034,51.117,-2.748
0.532,0.439,0.133,0.189,0.107,0.094,0.1,51.527,-0.174
0.52,0.042,0.219,0.284,0.158,0.073,0.04,52.557,-0.136
0.525,0.207,0.196,0.12,0.244,0.098,0.055,52.402,-1.995
0.553,0.183,0.054,0.034,0.069,0.022,0.685,53.224,-0.56
0.494,0.075,0.091,0.176,0.177,0.043,0.046,53.554,-2.306
0.497,0.045,0.154,0.256,0.179,0.043,0.032,51.308,0.456
0.509,0.039,0.098,0.182,0.176,0.037,0.031,51.962,-1.249
0.521,0.132,0.16,0.231,0.181,0.059,0.039,52.275,-0.858
0.523,0.056,0.204,0.189,0.196,0.077,0.04,53.256,-1.44
0.522,0.012,0.122,0.422,0.111,0.046,0.037,52.862,-3.082
0.509,0.027,0.176,0.42,0.092,0.091,0.029,53.26,-1.927
0.527,0.024,0.233,0.261,0.158,0.129,0.028,54.71,-1.746
0.535,0.107,0.203,0.181,0.203,0.065,0.051,52.558,-1.899
0.521,0.168,0.175,0.144,0.21,0.087,0.059,51.877,0.903
0.515,0.069,0.148,0.225,0.17,0.046,0.04,51.418,0.223
0.519,0.005,0.214,0.218,0.163,0.098,0.042,54.924,-1.433
0.528,0.753,0.163,0.065,0.263,0.131,0.112,53.463,-2.265
0.512,0.624,0.116,0.048,0.126,0.098,0.482,53.456,-2.231
0.524,0.143,0.24,0.243,0.187,0.105,0.047,52.397,-1.953
0.512,0.098,0.113,0.212,0.186,0.05,0.038,53.455,-2.369
0.497,0.818,0.175,0.093,0.219,0.135,0.11,51.555,0.07
0.505,0.021,0.069,0.192,0.174,0.038,0.039,53.66,-2.41
0.518,0.095,0.051,0.16,0.253,0.02,0.047,51.125,0.272
0.521,0.067,0.163,0.273,0.167,0.057,0.036,51.744,-0.978
0.473,0.92,0.234,0.059,0.283,0.174,0.092,53.742,-2.466
0.473,0.034,0.14,0.232,0.139,0.033,0.025,51.749,-1.601
0.516,0.068,0.158,0.156,0.203,0.062,0.029,53.552,-2.178
0.506,0.018,0.151,0.205,0.143,0.091,0.044,54.861,-1.417
0.508,0.062,0.165,0.19,0.165,0.056,0.053,52.392,-1.957
0.502,0.302,0.125,0.186,0.182,0.046,0.062,53.677,-1.761
0.515,0.186,0.156,0.148,0.241,0.058,0.046,51.623,-0.816
0.268,0.039,0.207,0.179,0.077,0.203,0.016,55.28,-1.613
0.497,0.404,0.12,0.096,0.213,0.078,0.054,51.476,0.056
0.517,0.03,0.186,0.238,0.167,0.107,0.037,54.909,-1.44
0.498,0.023,0.286,0.208,0.15,0.115,0.031,53.608,-1.345
0.508,0.028,0.174,0.28,0.143,0.054,0.032,52.857,-0.231
0.502,0.597,0.028,0.011,0.005,0.016,0.706,53.473,-2.239
0.491,0.441,0.166,0.076,0.163,0.098,0.049,51.457,-0.988
0.5,0.558,0.18,0.248,0.2,0.109,0.073,53.819,-2.228
0.532,0.021,0.158,0.127,0.273,0.114,0.053,54.606,-1.073
0.511,0.162,0.164,0.132,0.24,0.077,0.052,51.571,0.491
0.507,0.009,0.1,0.274,0.13,0.037,0.034,54.181,-2.583
0.524,0.167,0.175,0.235,0.178,0.08,0.046,51.5,-2.609
0.512,0.655,0.19,0.161,0.174,0.087,0.062,51.598,-0.267
0.513,0.245,0.054,0.042,0.32,0.026,0.035,52.09,-0.524
0.518,0.948,0.26,0.09,0.292,0.196,0.099,53.574,-2.441
0.506,0.011,0.119,0.297,0.124,0.069,0.048,54.576,-1.043
0.52,0.023,0.249,0.226,0.143,0.116,0.036,55.051,-1.566
0.497,0.084,0.047,0.192,0.219,0.021,0.043,51.489,-2.598
0.503,0.631,0.105,0.175,0.192,0.094,0.086,52.462,-1.91
0.538,0.016,0.173,0.444,0.11,0.045,0.027,52.032,-2.425
0.519,0.044,0.236,0.112,0.258,0.121,0.048,53.561,-1.425
0.499,0.298,0.13,0.109,0.181,0.066,0.047,51.61,-0.119
0.511,0.261,0.064,0.027,0.299,0.024,0.058,52.225,-0.952
0.503,0.297,0.104,0.15,0.189,0.082,0.064,52.439,-1.888
0.54,0.081,0.221,0.262,0.192,0.096,0.043,51.379,1.415
0.504,0.13,0.205,0.168,0.174,0.083,0.045,52.968,-1.1
0.554,0.673,0.152,0.086,0.192,0.112,0.088,51.471,-0.122
0.542,0.628,0.163,0.084,0.19,0.099,0.091,51.477,-0.129
0.478,0.954,0.307,0.112,0.199,0.252,0.113,52.504,-1.928
0.501,0.136,0.17,0.199,0.173,0.086,0.084,54.796,-1.583
0.503,0.086,0.118,0.257,0.151,0.044,0.034,52.925,-1.266
0.5,0.586,0.213,0.116,0.246,0.151,0.067,53.707,-1.664
0.482,0.769,0.25,0.079,0.298,0.15,0.072,52.498,-2.004
0.467,0.307,0.198,0.128,0.14,0.084,0.121,51.759,-0.22
0.52,0.173,0.03,0.133,0.218,0.022,0.07,51.433,-0.206
0.504,0.798,0.261,0.079,0.248,0.208,0.127,53.794,-1.776
0.512,0.031,0.131,0.194,0.206,0.045,0.027,51.054,0.189
0.534,0.14,0.242,0.122,0.229,0.105,0.053,53.376,-2.263
0.515,0.055,0.198,0.263,0.137,0.071,0.034,52.553,-0.129
0.521,0.243,0.086,0.221,0.176,0.039,0.04,51.659,-0.185
0.512,0.029,0.089,0.291,0.151,0.033,0.034,50.953,0.141
0.505,0.158,0.045,0.133,0.232,0.028,0.039,51.453,-0.154
0.481,0.437,0.097,0.019,0.133,0.06,0.152,51.463,-2.587
0.534,0.173,0.195,0.188,0.214,0.06,0.045,52.3,-0.711
0.507,0.023,0.165,0.297,0.164,0.055,0.037,52.201,-2.779
0.513,0.136,0.106,0.181,0.163,0.06,0.042,50.84,-0.147
0.496,0.023,0.14,0.191,0.223,0.048,0.036,51.994,-2.824
0.516,0.011,0.258,0.18,0.237,0.153,0.037,54.631,-1.637
0.505,0.017,0.13,0.316,0.112,0.048,0.027,52.119,1.544
0.519,0.012,0.185,0.265,0.105,0.072,0.044,53.23,-1.278
0.517,0.072,0.078,0.27,0.195,0.037,0.035,52.265,0.109
0.488,0.07,0.129,0.186,0.151,0.055,0.031,51.164,-0.221
0.514,0.341,0.074,0.061,0.11,0.05,0.111,51.472,-0.042
0.512,0.03,0.131,0.385,0.131,0.06,0.026,53.367,-2.068
0.533,0.043,0.21,0.17,0.211,0.126,0.042,54.94,-1.553
0.526,0.453,0.097,0.051,0.12,0.081,0.422,53.446,-2.222
0.51,0.014,0.173,0.287,0.166,0.085,0.028,54.601,-1.294
0.518,0.052,0.091,0.19,0.197,0.032,0.034,53.732,-1.787
0.487,0.026,0.061,0.126,0.209,0.033,0.038,54.964,-1.751
0.514,0.017,0.158,0.228,0.181,0.075,0.038,53.744,-0.224
0.509,0.02,0.196,0.35,0.136,0.055,0.033,51.808,1.014
0.53,0.1,0.1,0.13,0.185,0.036,0.052,50.848,-0.219
0.469,0.146,0.23,0.055,0.124,0.089,0.224,53.223,-0.523
0.504,0.057,0.072,0.249,0.152,0.034,0.051,51.132,-0.699
0.52,0.033,0.122,0.223,0.175,0.049,0.045,53.218,-1.417
0.518,0.04,0.106,0.298,0.127,0.042,0.042,51.639,-2.98
0.485,0.399,0.079,0.053,0.164,0.057,0.045,51.422,-0.135
0.531,0.404,0.116,0.095,0.207,0.065,0.078,51.467,-0.19
0.5,0.334,0.15,0.073,0.239,0.117,0.065,52.973,-1.127
0.518,0.171,0.12,0.203,0.199,0.045,0.038,51.461,0.072
0.511,0.124,0.059,0.023,0.275,0.024,0.04,51.157,-1.763
0.502,0.409,0.099,0.173,0.204,0.064,0.066,51.624,-0.137
0.485,0.288,0.14,0.169,0.272,0.092,0.056,51.576,-0.208
0.525,0.156,0.205,0.187,0.197,0.081,0.046,51.548,-1.843
0.527,0.027,0.117,0.301,0.152,0.05,0.036,51.869,-1.58
0.519,0.063,0.18,0.169,0.198,0.083,0.043,52.497,-2.158
0.553,0.722,0.188,0.05,0.218,0.129,0.138,51.489,-0.048
0.514,0.051,0.17,0.312,0.136,0.042,0.038,53.13,-1.174
0.511,0.04,0.075,0.287,0.181,0.027,0.031,53.904,-1.741
0.513,0.016,0.133,0.273,0.144,0.05,0.032,53.097,-1.594
0.507,0.352,0.169,0.131,0.233,0.1,0.059,53.445,-2.075
0.495,0.285,0.049,0.044,0.25,0.023,0.033,52.127,-0.513
0.538,0.109,0.201,0.153,0.22,0.067,0.04,52.608,-0.267
0.534,0.092,0.205,0.091,0.307,0.122,0.048,51.411,-2.601
0.521,0.077,0.212,0.342,0.1,0.101,0.024,51.59,-1.806
0.523,0.067,0.133,0.3,0.152,0.039,0.043,51.269,-0.611
0.52,0.046,0.156,0.156,0.239,0.055,0.046,51.214,0.294
0.499,0.16,0.184,0.14,0.223,0.067,0.048,52.364,-1.274
0.514,0.268,0.062,0.14,0.101,0.047,0.387,53.375,-1.489
0.504,0.173,0.076,0.277,0.18,0.034,0.052,50.846,-0.167
0.513,0.066,0.137,0.159,0.193,0.05,0.044,53.488,-2.365
0.504,0.018,0.211,0.412,0.116,0.07,0.03,53.546,-1.391
0.508,0.021,0.116,0.294,0.175,0.048,0.041,52.107,-2.095
0.523,0.373,0.168,0.132,0.194,0.076,0.072,52.057,-0.747
0.513,0.095,0.192,0.175,0.208,0.089,0.048,53.703,-1.595
0.488,0.563,0.157,0.114,0.193,0.089,0.093,51.583,-0.259
0.516,0.383,0.284,0.252,0.149,0.108,0.046,52.589,-2.093
0.521,0.034,0.11,0.275,0.17,0.054,0.043,52.446,-4.042
0.528,0.02,0.127,0.249,0.162,0.04,0.019,50.92,-1.514
0.525,0.02,0.214,0.405,0.116,0.065,0.019,54.239,-1.05
0.538,0.024,0.204,0.267,0.167,0.074,0.028,53.664,-1.557
0.491,0.024,0.198,0.223,0.157,0.047,0.033,52.801,-0.217
0.495,0.056,0.078,0.174,0.163,0.034,0.057,53.244,-0.571
0.513,0.06,0.122,0.14,0.231,0.05,0.048,51.527,-2.485
0.508,0.082,0.043,0.085,0.147,0.023,0.058,51.443,-2.604
0.535,0.413,0.194,0.133,0.229,0.097,0.079,51.891,-0.39
0.496,0.221,0.137,0.121,0.213,0.065,0.033,51.28,-1.101
0.521,0.04,0.148,0.251,0.168,0.046,0.042,51.416,-2.538
0.531,0.047,0.103,0.25,0.165,0.043,0.047,53.858,-1.671
0.517,0.062,0.187,0.183,0.186,0.059,0.037,51.654,-1.585
0.46,0.268,0.206,0.054,0.183,0.058,0.126,52.25,-0.903
0.531,0.253,0.139,0.16,0.175,0.063,0.081,51.698,-0.195
0.5,0.06,0.049,0.189,0.196,0.022,0.041,51.286,-0.973
0.487,0.361,0.184,0.107,0.213,0.079,0.058,53.774,-1.559
0.5,0.053,0.173,0.208,0.162,0.068,0.035,53.701,-1.78
0.535,0.01,0.159,0.309,0.15,0.047,0.039,52.14,-3.405
0.473,0.787,0.274,0.109,0.254,0.198,0.087,53.659,-1.782
0.525,0.008,0.129,0.317,0.156,0.044,0.036,54.242,-0.52
0.493,0.019,0.119,0.315,0.129,0.038,0.036,52.177,-2.393
0.514,0.587,0.085,0.095,0.198,0.077,0.171,52.455,-1.91
0.512,0.16,0.043,0.133,0.163,0.026,0.063,51.448,-0.324
0.511,0.793,0.137,0.098,0.216,0.088,0.096,51.394,-0.107
0.542,0.549,0.137,0.077,0.175,0.102,0.086,51.538,-0.054
0.52,0.248,0.119,0.151,0.22,0.054,0.047,51.454,0.157
0.532,0.083,0.122,0.202,0.141,0.045,0.034,52.944,-1.435
0.534,0.275,0.179,0.172,0.21,0.088,0.051,51.344,-0.266
0.505,0.037,0.077,0.265,0.161,0.022,0.031,51.476,-2.797
0.522,0.602,0.275,0.132,0.198,0.167,0.098,51.628,-0.074
