indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,LAT,LONG
0.523,0.019,0.113,0.369,0.102,0.046,0.033,50.924,-1.731
0.507,0.616,0.144,0.093,0.223,0.083,0.078,51.41,-0.156
0.507,0.057,0.23,0.165,0.2,0.058,0.042,52.97,-0.008
0.522,0.255,0.1,0.291,0.16,0.044,0.045,52.581,-1.864
0.551,0.294,0.097,0.177,0.21,0.039,0.05,51.346,-0.035
0.507,0.722,0.113,0.093,0.253,0.078,0.096,51.577,0.129
0.536,0.02,0.192,0.19,0.212,0.08,0.063,53.006,-3.055
0.499,0.377,0.199,0.188,0.198,0.076,0.054,52.48,-2.009
0.534,0.248,0.127,0.14,0.199,0.054,0.049,51.392,-0.043
0.515,0.075,0.147,0.21,0.18,0.055,0.044,51.86,-0.507
0.507,0.038,0.138,0.221,0.172,0.066,0.027,54.547,-1.53
0.543,0.028,0.178,0.358,0.138,0.064,0.028,54.014,-1.078
0.499,0.127,0.039,0.077,0.14,0.023,0.156,50.835,-0.145
0.501,0.079,0.2,0.104,0.229,0.027,0.034,52.783,-0.163
0.491,0.157,0.155,0.209,0.139,0.056,0.049,52.962,-1.089
0.514,0.516,0.168,0.093,0.16,0.1,0.078,51.56,-0.216
0.537,0.184,0.133,0.18,0.197,0.057,0.043,51.46,0.055
0.497,0.049,0.148,0.13,0.2,0.041,0.04,53.724,-1.727
0.519,0.262,0.059,0.126,0.15,0.038,0.05,51.466,-0.087
0.488,0.028,0.112,0.24,0.161,0.038,0.042,52.503,-1.21
0.513,0.077,0.096,0.214,0.186,0.029,0.029,51.195,-1.529
0.485,0.051,0.23,0.124,0.218,0.108,0.044,53.79,-2.26
0.515,0.028,0.118,0.192,0.16,0.039,0.04,53.016,-1.446
0.486,0.401,0.154,0.13,0.223,0.077,0.064,53.588,-0.665
0.509,0.217,0.156,0.215,0.18,0.069,0.056,53.375,-2.245
0.532,0.153,0.124,0.225,0.165,0.064,0.051,51.905,0.917
0.504,0.091,0.109,0.153,0.197,0.042,0.057,53.787,-1.871
0.512,0.475,0.181,0.1,0.297,0.116,0.069,52.422,-1.868
0.517,0.012,0.104,0.302,0.138,0.055,0.028,55.379,-1.812
0.51,0.08,0.099,0.151,0.21,0.036,0.04,50.963,-0.143
0.517,0.272,0.082,0.094,0.158,0.061,0.057,51.47,-2.577
0.485,0.166,0.176,0.198,0.212,0.059,0.042,52.358,-0.216
0.515,0.036,0.099,0.244,0.184,0.034,0.035,52.056,-1.633
0.523,0.088,0.141,0.216,0.164,0.058,0.051,51.424,-2.559
0.528,0.112,0.177,0.25,0.175,0.089,0.058,51.879,0.87
0.503,0.985,0.293,0.132,0.217,0.218,0.091,53.684,-1.625
0.517,0.102,0.111,0.218,0.164,0.039,0.038,50.925,-1.375
0.512,0.039,0.093,0.29,0.136,0.031,0.029,51.941,-1.825
0.519,0.043,0.047,0.265,0.2,0.026,0.041,51.246,0.0
0.507,0.348,0.22,0.111,0.226,0.091,0.064,52.535,-2.037
0.518,0.824,0.265,0.067,0.285,0.21,0.082,53.801,-1.791
0.522,0.041,0.183,0.113,0.301,0.112,0.057,54.91,-1.508
0.498,0.088,0.102,0.133,0.205,0.032,0.034,51.836,-0.464
0.512,0.012,0.114,0.29,0.145,0.035,0.03,52.0,-3.351
0.526,0.053,0.137,0.307,0.124,0.064,0.03,51.077,1.149
0.512,0.082,0.154,0.212,0.202,0.06,0.044,51.568,0.677
0.502,0.641,0.068,0.01,0.149,0.062,0.062,51.379,-0.1
0.533,0.139,0.219,0.189,0.197,0.106,0.034,52.039,1.15
0.512,0.142,0.14,0.182,0.204,0.051,0.059,51.439,0.088
0.52,0.564,0.136,0.184,0.2,0.121,0.078,51.362,-0.105
0.501,0.059,0.156,0.206,0.189,0.051,0.034,51.455,-2.504
0.515,0.101,0.059,0.303,0.144,0.031,0.051,51.478,-2.645
0.512,0.048,0.062,0.167,0.157,0.026,0.048,51.084,-0.299
0.512,0.124,0.185,0.236,0.142,0.062,0.035,52.602,-1.163
0.504,0.043,0.129,0.21,0.186,0.032,0.043,51.181,0.333
0.511,0.556,0.179,0.104,0.179,0.1,0.076,51.581,-0.238
0.516,0.014,0.149,0.187,0.17,0.078,0.038,54.952,-1.781
0.508,0.186,0.187,0.289,0.142,0.064,0.044,52.506,-1.786
0.484,0.334,0.058,0.022,0.111,0.047,0.069,51.542,-0.059
0.425,0.242,0.025,0.002,0.031,0.032,0.077,53.491,-2.242
0.505,0.401,0.037,0.01,0.06,0.034,0.027,51.466,-0.013
0.54,0.015,0.135,0.375,0.116,0.031,0.031,50.796,0.223
0.501,0.181,0.07,0.132,0.177,0.032,0.029,51.746,-0.341
0.517,0.024,0.162,0.305,0.129,0.059,0.038,53.047,-0.839
0.508,0.126,0.047,0.137,0.2,0.031,0.038,51.757,-0.338
0.49,0.251,0.187,0.112,0.252,0.083,0.075,51.911,-0.506
0.505,0.094,0.117,0.133,0.199,0.044,0.03,51.586,-1.819
0.522,0.38,0.201,0.12,0.166,0.114,0.082,51.492,-0.064
0.525,0.487,0.161,0.061,0.151,0.126,0.068,51.533,-0.024
0.519,0.144,0.198,0.12,0.221,0.088,0.052,51.581,0.437
0.493,0.446,0.255,0.079,0.242,0.132,0.059,53.807,-2.23
0.508,0.183,0.179,0.163,0.208,0.079,0.042,51.552,0.704
0.516,0.042,0.254,0.104,0.27,0.107,0.05,53.782,-2.272
0.534,0.089,0.222,0.147,0.23,0.133,0.042,54.984,-1.55
0.493,0.078,0.129,0.133,0.134,0.043,0.034,51.433,-2.61
0.49,0.013,0.17,0.276,0.156,0.082,0.035,53.671,0.07
0.503,0.026,0.092,0.17,0.2,0.034,0.041,51.923,-0.13
0.503,0.065,0.13,0.19,0.195,0.052,0.041,53.548,-2.518
0.516,0.121,0.182,0.182,0.202,0.118,0.041,53.509,-2.324
0.508,0.247,0.082,0.097,0.243,0.027,0.045,52.113,-0.515
0.512,0.017,0.219,0.309,0.151,0.054,0.028,52.761,0.338
0.484,0.198,0.113,0.065,0.184,0.054,0.041,51.269,0.516
0.498,0.083,0.152,0.176,0.191,0.061,0.039,53.058,-1.181
0.507,0.055,0.127,0.264,0.177,0.061,0.032,50.841,-0.283
0.545,0.356,0.114,0.171,0.215,0.07,0.056,51.616,-0.171
0.491,0.008,0.115,0.235,0.16,0.042,0.04,53.036,-3.784
0.491,0.121,0.084,0.182,0.156,0.042,0.044,53.691,-1.506
0.501,0.301,0.208,0.131,0.214,0.075,0.056,51.684,-0.022
0.508,0.02,0.134,0.236,0.166,0.042,0.021,50.865,-2.163
0.531,0.029,0.175,0.286,0.155,0.061,0.041,50.815,-0.477
0.495,0.028,0.094,0.302,0.123,0.03,0.033,51.138,-1.747
0.493,0.185,0.047,0.115,0.177,0.029,0.201,51.742,-1.284
0.51,0.638,0.138,0.261,0.166,0.076,0.057,52.467,-1.973
0.523,0.097,0.162,0.215,0.166,0.07,0.055,53.469,-2.339
0.525,0.138,0.162,0.174,0.228,0.064,0.038,51.912,-0.185
0.514,0.023,0.103,0.223,0.161,0.033,0.036,53.837,-2.337
0.496,0.107,0.098,0.203,0.164,0.031,0.033,51.661,0.054
0.544,0.403,0.112,0.133,0.162,0.086,0.047,51.425,-0.057
0.514,0.172,0.055,0.172,0.234,0.028,0.062,51.589,-0.153
0.499,0.119,0.059,0.154,0.214,0.027,0.049,53.42,-2.317
0.531,0.158,0.069,0.067,0.12,0.044,0.27,50.833,-0.126
0.5,0.043,0.064,0.253,0.194,0.021,0.048,50.914,-0.146
0.467,0.15,0.076,0.086,0.087,0.043,0.058,53.443,-2.279
0.509,0.825,0.241,0.187,0.152,0.131,0.063,51.547,-0.283
0.542,0.611,0.204,0.104,0.223,0.141,0.067,51.563,-0.26
0.516,0.095,0.147,0.212,0.169,0.055,0.048,53.575,-2.27
0.535,0.037,0.183,0.56,0.082,0.07,0.02,50.845,0.442
0.513,0.112,0.18,0.122,0.201,0.079,0.039,53.579,-2.093
0.533,0.05,0.113,0.287,0.173,0.039,0.035,50.997,0.086
0.514,0.159,0.094,0.155,0.209,0.055,0.044,51.362,-0.162
0.519,0.224,0.035,0.155,0.228,0.022,0.054,51.551,-0.171
0.524,0.496,0.135,0.074,0.228,0.086,0.055,51.429,0.026
0.505,0.373,0.236,0.115,0.254,0.129,0.076,53.601,-2.136
0.51,0.107,0.134,0.156,0.203,0.051,0.036,51.389,-0.497
0.505,0.137,0.117,0.125,0.215,0.054,0.031,53.695,-1.466
0.517,0.062,0.168,0.171,0.179,0.047,0.051,53.819,-1.643
0.518,0.113,0.086,0.217,0.166,0.05,0.057,55.009,-1.622
0.509,0.16,0.147,0.216,0.147,0.054,0.048,52.233,0.724
0.531,0.404,0.099,0.084,0.206,0.052,0.06,51.356,-0.096
0.514,0.21,0.115,0.2,0.196,0.048,0.053,53.843,-1.598
0.52,0.12,0.165,0.157,0.234,0.093,0.05,53.612,-2.321
0.507,0.184,0.07,0.195,0.17,0.027,0.035,51.122,-0.146
0.518,0.012,0.178,0.214,0.193,0.084,0.04,54.728,-1.769
0.503,0.045,0.098,0.15,0.209,0.035,0.043,52.079,-2.715
0.514,0.044,0.053,0.176,0.232,0.02,0.052,51.069,-0.72
0.537,0.349,0.071,0.144,0.212,0.047,0.044,51.435,-0.069
0.511,0.666,0.161,0.109,0.319,0.098,0.057,53.798,-1.799
0.526,0.096,0.085,0.172,0.217,0.037,0.037,51.763,-0.577
0.511,0.145,0.129,0.297,0.17,0.044,0.031,52.451,-2.024
0.518,0.055,0.196,0.225,0.153,0.064,0.024,52.553,0.093
0.523,0.12,0.059,0.297,0.182,0.03,0.054,53.349,-1.523
0.511,0.012,0.145,0.255,0.131,0.059,0.018,54.772,-2.43
0.525,0.635,0.235,0.142,0.222,0.113,0.085,52.536,-2.012
0.482,0.013,0.139,0.27,0.142,0.041,0.038,53.756,-0.427
0.511,0.087,0.144,0.136,0.195,0.059,0.046,53.514,-2.361
0.515,0.742,0.137,0.079,0.228,0.087,0.075,51.392,-0.105
0.502,0.019,0.128,0.301,0.137,0.05,0.041,52.04,1.387
0.5,0.29,0.093,0.274,0.161,0.044,0.053,53.678,-1.785
0.493,0.33,0.155,0.162,0.221,0.058,0.06,51.12,-0.172
0.511,0.048,0.154,0.253,0.17,0.066,0.042,53.574,-2.342
0.525,0.024,0.137,0.289,0.13,0.036,0.034,51.689,-3.03
0.505,0.122,0.166,0.157,0.211,0.084,0.043,52.389,-2.006
0.509,0.035,0.199,0.139,0.208,0.104,0.039,53.251,-0.543
0.536,0.636,0.178,0.102,0.219,0.114,0.089,51.378,-0.118
0.498,0.122,0.055,0.233,0.169,0.017,0.051,51.688,-1.276
0.494,0.766,0.31,0.146,0.214,0.24,0.09,53.724,-1.87
0.531,0.259,0.124,0.179,0.187,0.045,0.055,51.667,-0.376
0.505,0.127,0.16,0.195,0.133,0.11,0.02,51.08,1.17
0.516,0.026,0.078,0.312,0.178,0.035,0.033,51.137,-0.468
0.529,0.022,0.22,0.362,0.11,0.071,0.036,53.532,-0.025
0.51,0.042,0.217,0.185,0.194,0.073,0.038,52.493,-0.72
0.516,0.062,0.106,0.232,0.178,0.031,0.04,51.815,0.136
0.516,0.043,0.131,0.204,0.161,0.05,0.032,51.703,-2.242
0.531,0.037,0.102,0.217,0.181,0.042,0.041,53.873,-1.713
0.519,0.103,0.123,0.227,0.195,0.036,0.05,51.425,0.19
0.519,0.11,0.179,0.221,0.181,0.083,0.052,51.083,1.145
0.511,0.953,0.264,0.066,0.25,0.231,0.104,52.505,-1.906
0.488,0.13,0.064,0.229,0.2,0.031,0.096,51.675,-1.287
0.523,0.179,0.107,0.241,0.15,0.043,0.071,50.937,-1.417
0.525,0.615,0.177,0.194,0.154,0.101,0.063,51.405,-0.114
0.518,0.059,0.09,0.253,0.088,0.04,0.051,51.891,-2.082
0.487,0.048,0.089,0.218,0.219,0.027,0.028,51.888,-1.209
0.542,0.409,0.087,0.123,0.152,0.063,0.051,51.432,-0.16
0.507,0.246,0.042,0.059,0.286,0.031,0.018,52.376,-1.2
0.493,0.822,0.258,0.107,0.216,0.239,0.116,52.454,-1.898
0.486,0.79,0.26,0.056,0.319,0.204,0.075,53.801,-1.778
0.525,0.034,0.201,0.193,0.209,0.067,0.041,53.951,-1.992
0.514,0.108,0.095,0.149,0.211,0.033,0.036,51.29,0.166
0.527,0.057,0.149,0.261,0.147,0.053,0.032,51.415,0.312
0.506,0.069,0.161,0.174,0.201,0.048,0.04,51.443,-2.485
0.501,0.793,0.231,0.089,0.247,0.171,0.091,52.514,-1.938
0.513,0.044,0.108,0.183,0.158,0.045,0.043,53.729,-2.301
0.516,0.034,0.104,0.231,0.173,0.031,0.048,53.435,-1.647
0.45,0.272,0.138,0.055,0.147,0.079,0.149,53.489,-2.262
0.52,0.472,0.189,0.193,0.192,0.089,0.069,53.817,-1.737
0.535,0.05,0.166,0.178,0.218,0.048,0.038,52.482,-0.732
0.503,0.017,0.149,0.275,0.188,0.048,0.024,50.981,-2.394
0.527,0.206,0.175,0.136,0.221,0.075,0.036,51.959,-0.297
0.525,0.025,0.097,0.293,0.143,0.054,0.029,51.149,-2.224
0.512,0.526,0.205,0.097,0.292,0.108,0.08,53.516,-2.208
0.524,0.043,0.255,0.388,0.115,0.077,0.024,51.345,0.243
0.522,0.033,0.13,0.169,0.203,0.046,0.04,53.737,-1.408
0.503,0.4,0.19,0.091,0.146,0.117,0.059,51.588,-0.095
0.535,0.055,0.242,0.143,0.222,0.117,0.046,55.003,-1.687
0.527,0.014,0.174,0.22,0.193,0.054,0.048,52.069,-2.738
0.498,0.581,0.154,0.163,0.199,0.106,0.063,51.585,-0.325
0.538,0.022,0.116,0.355,0.148,0.052,0.034,53.351,-2.117
0.497,0.04,0.116,0.273,0.157,0.047,0.031,53.129,-1.187
0.531,0.082,0.101,0.325,0.156,0.049,0.026,51.591,-3.047
0.509,0.057,0.158,0.189,0.184,0.064,0.065,53.573,-1.77
0.495,0.279,0.016,0.03,0.037,0.013,0.562,51.46,-2.605
0.519,0.059,0.123,0.222,0.167,0.046,0.047,53.676,-1.722
0.508,0.031,0.1,0.215,0.161,0.024,0.044,51.402,-2.876
0.522,0.82,0.282,0.17,0.198,0.179,0.067,52.658,-1.124
0.514,0.046,0.198,0.174,0.215,0.071,0.051,50.815,-0.531
0.513,0.039,0.17,0.151,0.16,0.046,0.027,51.615,-2.669
0.502,0.792,0.187,0.054,0.175,0.087,0.089,51.553,-0.293
0.52,0.463,0.118,0.078,0.242,0.075,0.048,51.588,-0.024
0.53,0.047,0.09,0.272,0.179,0.041,0.035,53.726,-1.799
0.51,0.057,0.11,0.153,0.21,0.041,0.04,51.038,-0.45
0.503,0.039,0.078,0.219,0.162,0.032,0.044,51.549,-1.675
0.509,0.027,0.065,0.29,0.149,0.02,0.05,53.057,-0.901
0.507,0.048,0.079,0.187,0.191,0.035,0.036,53.494,-2.349
0.503,0.041,0.094,0.214,0.169,0.04,0.045,52.21,-0.622
0.502,0.168,0.044,0.174,0.065,0.04,0.228,51.382,-2.356
0.478,0.168,0.208,0.134,0.181,0.117,0.044,53.481,-2.093
0.523,0.438,0.122,0.11,0.2,0.103,0.045,51.448,0.001
0.516,0.481,0.194,0.088,0.256,0.086,0.066,51.73,-1.206
0.522,0.122,0.04,0.078,0.182,0.02,0.199,50.845,-0.133
0.512,0.108,0.046,0.262,0.168,0.027,0.041,51.809,-0.213
0.522,0.096,0.138,0.182,0.194,0.075,0.042,54.943,-1.606
0.507,0.062,0.18,0.283,0.129,0.037,0.031,52.242,0.369
0.517,0.11,0.205,0.15,0.192,0.117,0.034,53.588,-2.409
0.511,0.205,0.091,0.202,0.199,0.043,0.054,51.641,0.038
0.528,0.039,0.093,0.265,0.184,0.032,0.034,51.705,-1.797
0.516,0.037,0.119,0.237,0.185,0.035,0.042,53.502,-1.589
0.506,0.964,0.389,0.131,0.177,0.171,0.07,52.649,-1.124
0.512,0.258,0.189,0.25,0.179,0.064,0.033,53.693,-1.479
0.524,0.1,0.126,0.162,0.223,0.041,0.038,51.399,-0.366
0.508,0.017,0.16,0.242,0.178,0.045,0.047,51.281,-2.49
0.527,0.015,0.153,0.391,0.106,0.062,0.026,55.544,-1.714
0.538,0.412,0.142,0.174,0.224,0.093,0.066,52.423,-1.904
0.533,0.067,0.088,0.118,0.262,0.049,0.039,50.888,0.273
0.542,0.276,0.066,0.082,0.127,0.059,0.06,51.499,-0.214
0.522,0.613,0.173,0.143,0.237,0.102,0.072,52.533,-1.925
0.504,0.5,0.137,0.071,0.17,0.088,0.069,51.585,-0.024
0.493,0.854,0.218,0.062,0.273,0.177,0.079,53.703,-1.635
0.504,0.289,0.155,0.175,0.182,0.079,0.045,53.605,-2.431
0.535,0.377,0.2,0.15,0.238,0.094,0.057,53.871,-1.887
0.499,0.267,0.118,0.136,0.189,0.041,0.048,51.764,-1.186
0.504,0.181,0.129,0.26,0.185,0.063,0.04,52.161,-0.456
0.556,0.41,0.033,0.035,0.038,0.01,0.767,51.237,-0.611
0.504,0.498,0.187,0.181,0.19,0.113,0.062,51.61,-0.283
0.501,0.067,0.144,0.182,0.19,0.046,0.038,51.647,0.619
0.509,0.453,0.126,0.086,0.167,0.076,0.073,51.566,0.008
0.533,0.018,0.22,0.151,0.195,0.1,0.054,54.806,-1.414
0.478,0.398,0.237,0.171,0.14,0.143,0.065,52.518,-1.847
0.534,0.107,0.174,0.14,0.223,0.07,0.05,53.504,-2.158
0.493,0.02,0.156,0.302,0.143,0.073,0.039,52.978,-3.292
0.524,0.136,0.199,0.092,0.31,0.08,0.051,51.501,-2.648
0.509,0.033,0.127,0.15,0.217,0.031,0.046,51.449,-2.474
0.498,0.088,0.144,0.131,0.155,0.06,0.04,53.233,-1.449
0.522,0.536,0.093,0.112,0.198,0.062,0.065,51.402,-0.088
0.509,0.917,0.211,0.076,0.339,0.169,0.09,52.501,-1.899
0.531,0.302,0.237,0.112,0.241,0.107,0.067,52.255,-0.915
0.516,0.042,0.102,0.327,0.144,0.067,0.039,54.514,-1.345
0.511,0.034,0.175,0.201,0.154,0.07,0.036,53.158,-1.186
0.504,0.133,0.103,0.159,0.172,0.039,0.039,50.994,-0.101
0.507,0.231,0.096,0.234,0.159,0.074,0.057,55.005,-1.595
0.522,0.304,0.163,0.116,0.186,0.081,0.049,52.984,-1.175
0.511,0.283,0.097,0.103,0.091,0.05,0.09,51.552,-0.12
0.504,0.017,0.081,0.201,0.152,0.035,0.046,51.729,-1.647
0.502,0.882,0.244,0.13,0.215,0.176,0.096,52.51,-1.947
0.51,0.075,0.095,0.215,0.195,0.042,0.049,53.365,-2.191
0.505,0.868,0.2,0.073,0.284,0.164,0.096,53.804,-1.797
0.491,0.062,0.142,0.275,0.157,0.044,0.031,51.664,-1.305
0.508,0.032,0.253,0.222,0.179,0.089,0.038,52.636,-3.172
0.543,0.022,0.202,0.43,0.097,0.085,0.033,51.202,1.388
0.498,0.045,0.091,0.216,0.174,0.042,0.042,53.536,-2.054
0.493,0.046,0.227,0.199,0.199,0.095,0.05,52.633,-1.974
0.498,0.059,0.137,0.176,0.158,0.069,0.05,53.758,-0.373
0.518,0.839,0.193,0.121,0.264,0.146,0.084,53.815,-1.802
0.525,0.231,0.144,0.17,0.21,0.042,0.04,51.457,0.102
0.515,0.107,0.086,0.211,0.197,0.04,0.05,51.379,0.012
0.494,0.469,0.094,0.061,0.099,0.075,0.191,51.495,-0.106
0.525,0.033,0.134,0.181,0.169,0.044,0.044,53.569,-1.505
0.505,0.066,0.122,0.273,0.153,0.053,0.043,51.152,-0.055
0.49,0.363,0.033,0.043,0.142,0.035,0.061,51.487,-0.019
0.533,0.035,0.21,0.198,0.223,0.154,0.039,54.866,-1.493
0.525,0.176,0.17,0.132,0.225,0.072,0.037,51.571,0.471
0.522,0.111,0.107,0.304,0.167,0.047,0.055,53.351,-2.165
0.516,0.126,0.057,0.109,0.212,0.031,0.04,53.42,-2.327
0.486,0.939,0.293,0.073,0.264,0.251,0.102,53.794,-1.726
0.502,0.623,0.152,0.095,0.234,0.105,0.061,51.539,-0.38
0.567,0.564,0.128,0.044,0.271,0.087,0.187,51.454,-0.249
0.554,0.013,0.105,0.554,0.065,0.069,0.015,54.179,-2.92
0.5,0.116,0.18,0.118,0.223,0.056,0.047,51.426,-2.598
0.529,0.606,0.169,0.103,0.218,0.134,0.118,51.538,-0.187
0.498,0.131,0.056,0.144,0.237,0.029,0.04,51.431,-0.351
0.504,0.083,0.149,0.148,0.179,0.06,0.046,53.697,-1.832
0.529,0.065,0.197,0.2,0.2,0.098,0.043,53.425,-2.393
0.511,0.017,0.119,0.32,0.152,0.041,0.036,54.111,-1.463
0.521,0.014,0.195,0.283,0.148,0.036,0.041,52.336,0.878
0.502,0.011,0.079,0.197,0.187,0.022,0.035,53.973,-1.291
0.446,0.34,0.209,0.109,0.26,0.115,0.115,53.779,-1.72
0.501,0.052,0.144,0.252,0.141,0.05,0.033,51.352,-2.966
0.5,0.162,0.113,0.149,0.185,0.053,0.037,53.587,-2.544
0.495,0.074,0.105,0.201,0.17,0.045,0.046,54.672,-1.311
0.492,0.035,0.14,0.175,0.174,0.051,0.03,53.068,-1.366
0.481,0.862,0.184,0.078,0.244,0.156,0.102,51.551,0.077
0.51,0.212,0.068,0.226,0.175,0.04,0.055,51.588,-0.13
0.536,0.297,0.046,0.117,0.134,0.053,0.069,51.545,-0.157
0.484,0.076,0.237,0.162,0.181,0.171,0.033,54.538,-1.554
0.517,0.18,0.037,0.048,0.163,0.022,0.045,51.443,-0.194
0.51,0.013,0.136,0.324,0.146,0.042,0.044,52.997,-2.885
0.52,0.421,0.07,0.111,0.219,0.053,0.038,51.629,-0.173
0.51,0.038,0.272,0.201,0.22,0.125,0.033,53.198,-1.4
0.531,0.027,0.271,0.209,0.209,0.125,0.051,53.771,-0.268
0.517,0.019,0.234,0.345,0.121,0.072,0.022,53.529,-1.485
0.49,0.414,0.15,0.09,0.185,0.088,0.053,51.578,-0.016
0.531,0.04,0.095,0.282,0.156,0.034,0.036,51.561,-1.247
0.509,0.032,0.295,0.198,0.177,0.099,0.04,53.098,-1.312
0.501,0.132,0.227,0.124,0.256,0.124,0.04,52.607,-1.996
0.543,0.151,0.191,0.146,0.249,0.071,0.05,53.855,-1.922
0.535,0.082,0.088,0.26,0.202,0.038,0.032,51.234,-0.228
0.526,0.045,0.053,0.274,0.202,0.033,0.034,51.877,-2.088
0.529,0.027,0.214,0.285,0.14,0.08,0.033,53.557,-1.502
0.517,0.026,0.265,0.308,0.137,0.091,0.027,53.767,-0.283
0.51,0.556,0.149,0.085,0.214,0.081,0.066,51.569,-0.012
0.531,0.02,0.081,0.384,0.117,0.034,0.035,51.213,-2.636
0.519,0.021,0.136,0.343,0.127,0.047,0.036,51.343,-1.99
0.535,0.853,0.09,0.019,0.315,0.099,0.078,51.557,0.067
0.527,0.113,0.233,0.189,0.181,0.098,0.029,52.524,-1.782
0.495,0.216,0.079,0.116,0.229,0.031,0.043,51.787,-0.183
0.479,0.357,0.169,0.116,0.158,0.107,0.181,52.98,-1.182
0.541,0.62,0.15,0.12,0.207,0.1,0.056,51.41,-0.117
0.514,0.353,0.143,0.189,0.193,0.088,0.064,53.443,-2.296
0.496,0.399,0.203,0.097,0.257,0.102,0.049,52.669,-1.137
0.469,0.083,0.107,0.168,0.249,0.025,0.247,51.11,-2.74
0.519,0.151,0.154,0.262,0.162,0.085,0.032,51.83,-1.293
0.513,0.031,0.136,0.167,0.213,0.048,0.038,52.175,-1.849
0.513,0.116,0.15,0.132,0.236,0.056,0.053,51.06,-0.312
0.497,0.076,0.293,0.236,0.167,0.128,0.037,53.126,-1.269
0.41,0.115,0.119,0.449,0.08,0.093,0.046,51.487,-0.157
0.534,0.029,0.132,0.258,0.161,0.05,0.032,51.147,-2.687
0.523,0.386,0.181,0.145,0.268,0.103,0.063,53.829,-2.183
0.51,0.028,0.096,0.243,0.156,0.026,0.033,51.24,-2.297
0.519,0.106,0.15,0.11,0.252,0.069,0.069,51.363,-2.359
0.513,0.066,0.143,0.172,0.185,0.036,0.027,50.961,-0.117
0.504,0.183,0.058,0.103,0.19,0.039,0.077,51.448,-0.331
0.531,0.205,0.076,0.16,0.187,0.046,0.052,51.47,-0.226
0.519,0.142,0.141,0.111,0.221,0.068,0.048,52.028,1.209
0.495,0.814,0.18,0.123,0.238,0.127,0.135,52.623,-1.11
0.523,0.534,0.123,0.04,0.186,0.083,0.079,51.545,-0.051
0.506,0.047,0.075,0.203,0.216,0.023,0.064,52.02,-1.371
0.522,0.323,0.174,0.263,0.188,0.067,0.045,51.466,0.132
0.496,0.133,0.118,0.174,0.169,0.039,0.052,51.74,-0.46
0.518,0.038,0.139,0.137,0.206,0.054,0.041,51.446,-2.008
0.514,0.051,0.13,0.15,0.203,0.031,0.041,51.126,-2.744
0.496,0.252,0.119,0.219,0.156,0.063,0.041,51.648,-0.086
0.498,0.353,0.106,0.158,0.197,0.05,0.044,51.685,-0.398
0.51,0.058,0.096,0.188,0.174,0.034,0.038,51.993,-0.193
0.518,0.165,0.141,0.205,0.152,0.073,0.039,53.545,-2.296
0.519,0.191,0.087,0.142,0.323,0.051,0.054,53.523,-2.27
0.505,0.024,0.222,0.216,0.165,0.071,0.038,52.515,0.408
0.532,0.366,0.112,0.092,0.138,0.082,0.08,51.555,-0.1
0.518,0.09,0.122,0.216,0.15,0.065,0.027,50.833,-0.272
0.509,0.323,0.15,0.047,0.226,0.093,0.063,51.478,-3.135
0.517,0.059,0.128,0.212,0.172,0.038,0.042,51.309,-2.209
0.491,0.004,0.17,0.3,0.143,0.053,0.033,52.393,-3.284
0.507,0.189,0.092,0.194,0.123,0.054,0.068,50.831,-0.162
0.548,0.49,0.142,0.092,0.214,0.118,0.09,51.569,-0.127
0.517,0.308,0.077,0.113,0.241,0.039,0.039,51.424,-0.882
0.482,0.377,0.041,0.051,0.036,0.02,0.771,51.243,-0.589
0.494,0.051,0.078,0.131,0.194,0.041,0.038,54.549,-1.573
0.523,0.022,0.189,0.27,0.157,0.046,0.034,53.069,-1.374
0.513,0.044,0.206,0.15,0.221,0.091,0.037,53.127,-1.243
0.522,0.031,0.173,0.277,0.146,0.047,0.027,53.224,-1.413
0.503,0.082,0.086,0.2,0.094,0.058,0.14,53.964,-1.076
0.52,0.125,0.098,0.135,0.231,0.037,0.046,51.363,-0.502
0.509,0.052,0.054,0.104,0.263,0.02,0.042,51.489,-2.745
0.503,0.059,0.09,0.216,0.197,0.03,0.051,51.633,0.428
0.492,0.185,0.075,0.109,0.197,0.047,0.031,51.238,-0.179
0.528,0.404,0.135,0.111,0.154,0.111,0.059,51.542,-0.204
0.521,0.279,0.165,0.106,0.261,0.09,0.058,51.472,0.157
0.519,0.284,0.202,0.129,0.227,0.12,0.061,52.413,-1.979
0.516,0.242,0.071,0.095,0.167,0.053,0.056,51.557,-0.105
0.522,0.472,0.143,0.22,0.179,0.077,0.055,51.613,0.082
0.44,0.229,0.069,0.112,0.048,0.052,0.053,51.464,-3.149
0.497,0.259,0.225,0.161,0.164,0.144,0.109,54.905,-1.395
0.526,0.282,0.056,0.166,0.132,0.046,0.096,51.505,-0.193
0.504,0.015,0.197,0.197,0.178,0.069,0.025,53.622,-1.422
0.515,0.027,0.083,0.21,0.144,0.068,0.049,54.983,-1.422
0.522,0.164,0.046,0.189,0.21,0.04,0.06,51.5,-0.247
0.507,0.042,0.07,0.266,0.16,0.024,0.037,51.123,-1.069
0.518,0.276,0.094,0.086,0.05,0.069,0.621,54.99,-1.629
0.509,0.058,0.091,0.297,0.173,0.026,0.031,51.522,-0.988
