grid,mean_prob,std_prob
0.353,0.6348504732644001,0.21121238035077838
0.3711052631578947,0.6348796361352557,0.21124685281598973
0.38921052631578945,0.6357205841236008,0.21141867904535303
0.4073157894736842,0.6383608704721246,0.2125561414478581
0.4254210526315789,0.6411968898559307,0.21197555360357032
0.44352631578947366,0.64138734364398,0.21192626267784542
0.4616315789473684,0.645811256910487,0.21196289914833008
0.47973684210526313,0.6709667776826458,0.21347257458548863
0.49784210526315786,0.7435988118756482,0.20250065012924123
0.5159473684210526,0.7701206946616441,0.19671944896312715
0.5340526315789473,0.7745628408465164,0.1979767848861887
0.5521578947368421,0.7678623108757665,0.19424887684971565
0.5702631578947368,0.7595072912374551,0.1896111389807768
0.5883684210526315,0.7585271393362053,0.18872475960312757
0.6064736842105263,0.7585271393362053,0.1887247596031276
0.624578947368421,0.7585271393362053,0.1887247596031276
0.6426842105263157,0.7585271393362053,0.18872475960312757
0.6607894736842105,0.7585271393362054,0.18872475960312757
0.6788947368421052,0.7585271393362054,0.18872475960312757
0.697,0.7585271393362053,0.1887247596031276
