Group,ORI
Sex Female,0.9961905989037119
Ethnic Nonwhite,0.4402428744153659
Education Noqualification,1.0670521831362363
Age Elder,1.1710563303742443
Age Children,0.9497847528491828
Ns Sec Unemployed,0.9132164376817403
Ns Sec Students,0.8244669036645148
