indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,LAT,LONG
0.534,0.03,0.22,0.303,0.135,0.081,0.028,54.064,-2.858
0.506,0.105,0.071,0.144,0.173,0.03,0.12,52.406,-4.065
0.505,0.005,0.123,0.252,0.159,0.035,0.032,51.853,-2.493
0.477,0.802,0.256,0.071,0.284,0.186,0.089,52.907,-1.488
0.509,0.364,0.121,0.155,0.176,0.062,0.051,51.612,-0.131
0.498,0.639,0.169,0.15,0.207,0.133,0.07,51.563,-0.285
0.505,0.016,0.198,0.165,0.229,0.13,0.05,54.629,-1.576
0.505,0.132,0.265,0.14,0.233,0.171,0.059,53.44,-2.977
0.526,0.056,0.144,0.273,0.138,0.061,0.038,50.775,0.107
0.525,0.027,0.23,0.22,0.187,0.077,0.038,53.711,-0.877
0.513,0.025,0.092,0.288,0.134,0.03,0.041,51.024,-0.307
0.521,0.013,0.146,0.366,0.123,0.056,0.02,53.903,-2.408
0.491,0.035,0.127,0.223,0.15,0.05,0.038,53.636,-1.508
0.51,0.093,0.264,0.227,0.183,0.083,0.037,52.996,-2.14
0.53,0.036,0.128,0.376,0.134,0.059,0.047,50.789,-1.149
0.511,0.114,0.086,0.182,0.192,0.026,0.043,51.303,-0.262
0.492,0.08,0.119,0.204,0.143,0.046,0.027,52.051,-0.023
0.499,0.657,0.208,0.076,0.298,0.135,0.07,52.45,-1.841
0.544,0.28,0.106,0.144,0.197,0.054,0.05,51.402,-0.058
0.504,0.873,0.204,0.082,0.313,0.173,0.119,52.497,-1.911
0.491,0.121,0.084,0.182,0.156,0.042,0.044,53.691,-1.506
0.492,0.148,0.2,0.143,0.201,0.104,0.059,52.897,-1.432
0.539,0.147,0.183,0.15,0.205,0.083,0.053,53.469,-2.932
0.497,0.511,0.157,0.077,0.205,0.112,0.076,51.565,-0.014
0.507,0.097,0.116,0.23,0.176,0.032,0.036,52.402,-1.84
0.493,0.322,0.024,0.006,0.044,0.023,0.116,52.486,-1.917
0.485,0.718,0.206,0.127,0.181,0.097,0.08,51.591,-0.281
0.507,0.235,0.152,0.245,0.098,0.083,0.169,52.405,-1.525
0.524,0.035,0.099,0.287,0.196,0.037,0.037,51.306,0.218
0.517,0.03,0.192,0.325,0.142,0.062,0.02,52.719,1.29
0.528,0.027,0.184,0.274,0.151,0.065,0.034,50.816,0.234
0.504,0.769,0.189,0.088,0.29,0.131,0.092,51.883,-0.452
0.515,0.071,0.198,0.175,0.189,0.082,0.052,50.376,-4.113
0.512,0.032,0.169,0.16,0.198,0.056,0.038,52.756,-1.925
0.521,0.355,0.133,0.144,0.225,0.068,0.058,51.679,-0.412
0.518,0.207,0.134,0.076,0.232,0.07,0.053,53.479,-2.36
0.512,0.032,0.172,0.237,0.156,0.085,0.035,53.366,0.002
0.519,0.048,0.209,0.16,0.232,0.068,0.043,52.645,1.33
0.491,0.037,0.154,0.284,0.153,0.051,0.032,50.838,-0.324
0.514,0.01,0.144,0.35,0.125,0.049,0.021,52.913,0.957
0.515,0.043,0.214,0.123,0.25,0.08,0.053,52.62,-1.654
0.513,0.065,0.129,0.191,0.178,0.045,0.024,51.812,-0.038
0.521,0.044,0.241,0.21,0.183,0.08,0.027,52.707,-2.036
0.51,0.013,0.113,0.251,0.159,0.041,0.036,54.899,-3.049
0.52,0.573,0.098,0.116,0.171,0.136,0.12,51.493,-0.202
0.523,0.164,0.131,0.172,0.194,0.059,0.038,51.39,0.094
0.489,0.007,0.183,0.253,0.165,0.063,0.029,54.967,-2.461
0.515,0.044,0.132,0.18,0.183,0.043,0.053,50.806,-1.06
0.507,0.046,0.281,0.216,0.163,0.112,0.04,53.735,-0.401
0.535,0.358,0.099,0.104,0.188,0.04,0.059,51.596,0.014
0.527,0.044,0.099,0.232,0.194,0.023,0.042,52.497,-0.91
0.497,0.424,0.109,0.072,0.215,0.046,0.055,51.448,0.214
0.499,0.085,0.099,0.179,0.186,0.044,0.042,53.571,-2.371
0.497,0.821,0.134,0.044,0.333,0.118,0.085,52.485,-1.953
0.518,0.012,0.192,0.253,0.154,0.091,0.035,54.713,-1.725
0.515,0.385,0.06,0.039,0.201,0.057,0.059,51.489,0.006
0.478,0.874,0.334,0.07,0.232,0.144,0.069,52.645,-1.104
0.514,0.041,0.082,0.339,0.111,0.039,0.041,50.843,-0.99
0.501,0.14,0.143,0.226,0.174,0.047,0.036,51.903,-0.382
0.517,0.563,0.132,0.096,0.25,0.072,0.053,51.519,-0.636
0.52,0.021,0.09,0.332,0.151,0.045,0.051,53.555,-3.086
0.505,0.043,0.136,0.281,0.159,0.045,0.046,53.494,-0.697
0.511,0.157,0.086,0.105,0.258,0.034,0.038,51.372,-0.401
0.498,0.276,0.155,0.119,0.222,0.069,0.051,51.349,-0.265
0.527,0.008,0.167,0.325,0.136,0.053,0.035,52.565,-3.161
0.508,0.024,0.078,0.22,0.204,0.037,0.028,51.062,-0.135
0.488,0.526,0.198,0.05,0.174,0.151,0.097,51.597,-0.248
0.506,0.029,0.233,0.295,0.135,0.053,0.029,52.662,0.207
0.492,0.183,0.199,0.089,0.186,0.076,0.06,52.998,-2.181
0.519,0.406,0.156,0.179,0.215,0.083,0.052,52.417,-1.441
0.51,0.321,0.143,0.159,0.213,0.079,0.059,53.58,-2.291
0.5,0.616,0.187,0.139,0.26,0.119,0.078,53.52,-2.242
0.503,0.31,0.184,0.08,0.273,0.114,0.057,53.79,-1.512
0.524,0.345,0.127,0.169,0.173,0.045,0.056,52.698,-1.091
0.515,0.179,0.053,0.053,0.148,0.033,0.032,50.895,-1.382
0.506,0.339,0.135,0.223,0.188,0.068,0.046,52.422,-1.9
0.504,0.116,0.076,0.158,0.178,0.037,0.038,51.528,-2.544
0.438,0.27,0.068,0.096,0.081,0.035,0.058,50.896,-1.4
0.518,0.024,0.102,0.293,0.122,0.033,0.036,53.252,-1.471
0.529,0.166,0.116,0.142,0.216,0.038,0.039,51.36,-0.269
0.529,0.05,0.171,0.291,0.169,0.049,0.025,51.083,-4.038
0.539,0.036,0.079,0.293,0.157,0.038,0.055,50.444,-3.72
0.509,0.325,0.05,0.144,0.18,0.047,0.063,51.553,-0.192
0.492,0.377,0.223,0.124,0.219,0.097,0.061,53.035,-2.176
0.505,0.122,0.166,0.157,0.211,0.084,0.043,52.389,-2.006
0.513,0.598,0.132,0.107,0.221,0.065,0.058,51.409,-0.139
0.633,0.055,0.043,0.088,0.052,0.023,0.676,53.559,-2.882
0.516,0.526,0.223,0.207,0.201,0.116,0.064,52.897,-1.491
0.5,0.032,0.17,0.176,0.182,0.058,0.041,53.643,-1.41
0.481,0.074,0.092,0.162,0.205,0.033,0.039,52.372,-1.316
0.498,0.03,0.081,0.138,0.201,0.027,0.06,51.676,-3.966
0.498,0.009,0.218,0.326,0.109,0.077,0.03,53.669,-2.869
0.499,0.045,0.194,0.132,0.225,0.102,0.054,50.403,-4.188
0.406,0.353,0.121,0.067,0.15,0.069,0.03,51.287,0.521
0.483,0.576,0.12,0.062,0.137,0.066,0.127,51.492,-0.101
0.509,0.037,0.062,0.216,0.161,0.026,0.048,51.192,-0.387
0.509,0.015,0.13,0.306,0.134,0.038,0.028,50.704,-4.127
0.516,0.527,0.241,0.114,0.271,0.179,0.101,53.421,-1.451
0.515,0.051,0.095,0.321,0.138,0.05,0.056,51.576,-4.004
0.512,0.058,0.094,0.231,0.206,0.026,0.048,51.207,0.243
0.474,0.032,0.216,0.263,0.088,0.094,0.02,52.932,1.295
0.514,0.012,0.347,0.344,0.131,0.142,0.029,53.17,0.335
0.509,0.105,0.153,0.166,0.236,0.051,0.049,50.806,0.279
0.491,0.372,0.212,0.216,0.19,0.118,0.043,53.573,-2.409
0.514,0.187,0.184,0.211,0.18,0.07,0.059,52.439,-1.997
0.517,0.007,0.16,0.308,0.134,0.06,0.034,54.63,-2.182
0.518,0.031,0.243,0.222,0.165,0.108,0.049,53.433,-2.75
0.509,0.568,0.14,0.118,0.193,0.079,0.062,51.527,-0.383
0.507,0.023,0.217,0.289,0.142,0.061,0.036,52.668,0.939
0.517,0.018,0.214,0.237,0.134,0.114,0.048,54.75,-1.818
0.498,0.49,0.175,0.095,0.242,0.095,0.08,51.452,-0.377
0.522,0.084,0.164,0.242,0.165,0.058,0.029,51.595,-2.971
0.521,0.075,0.068,0.187,0.209,0.027,0.047,51.012,-0.1
0.516,0.048,0.142,0.13,0.244,0.048,0.036,51.221,-2.314
0.523,0.083,0.217,0.339,0.143,0.082,0.024,53.756,-1.584
0.508,0.027,0.192,0.179,0.179,0.091,0.045,51.717,-3.061
0.47,0.166,0.081,0.073,0.105,0.038,0.054,51.442,-2.577
0.514,0.095,0.177,0.139,0.194,0.058,0.048,51.251,-0.712
0.525,0.025,0.241,0.202,0.202,0.114,0.035,53.422,-1.203
0.539,0.056,0.218,0.321,0.147,0.11,0.025,50.81,-0.536
0.527,0.079,0.093,0.192,0.143,0.045,0.026,51.8,-0.087
0.511,0.116,0.049,0.256,0.174,0.026,0.057,51.304,-0.584
0.517,0.073,0.081,0.113,0.204,0.021,0.032,51.127,0.005
0.514,0.414,0.187,0.148,0.233,0.077,0.062,51.914,-0.449
0.504,0.081,0.048,0.16,0.231,0.026,0.038,50.987,-0.097
0.52,0.083,0.164,0.232,0.181,0.051,0.039,53.407,-1.374
0.503,0.052,0.176,0.165,0.184,0.091,0.048,53.458,-2.957
0.528,0.104,0.124,0.279,0.165,0.042,0.039,52.914,-1.552
0.496,0.032,0.139,0.305,0.14,0.055,0.044,51.698,-3.873
0.511,0.124,0.18,0.218,0.133,0.081,0.041,52.241,0.162
0.442,0.232,0.091,0.04,0.086,0.068,0.078,51.444,-2.59
0.498,0.352,0.198,0.128,0.157,0.12,0.056,51.605,-0.117
0.511,0.317,0.089,0.061,0.168,0.056,0.052,51.564,-0.003
0.494,0.117,0.143,0.125,0.221,0.07,0.071,53.773,-0.383
0.51,0.01,0.172,0.312,0.138,0.075,0.029,50.609,-4.389
0.513,0.345,0.031,0.008,0.126,0.024,0.203,51.479,-0.017
0.507,0.699,0.176,0.095,0.207,0.121,0.072,51.56,-0.306
0.513,0.024,0.13,0.295,0.154,0.055,0.03,52.719,-0.335
0.475,0.542,0.146,0.074,0.174,0.12,0.149,53.468,-2.261
0.521,0.021,0.163,0.223,0.177,0.091,0.034,53.489,-2.645
0.542,0.213,0.172,0.042,0.319,0.099,0.071,53.815,-1.466
0.532,0.153,0.124,0.225,0.165,0.064,0.051,51.905,0.917
0.506,0.318,0.127,0.189,0.189,0.062,0.055,51.342,-0.058
0.517,0.489,0.178,0.115,0.219,0.112,0.077,53.457,-2.284
0.517,0.021,0.181,0.254,0.175,0.078,0.024,53.577,-1.008
0.502,0.157,0.16,0.113,0.238,0.055,0.058,52.286,-0.693
0.517,0.211,0.092,0.147,0.168,0.054,0.057,51.588,-0.147
0.504,0.691,0.199,0.111,0.241,0.125,0.061,51.521,-0.57
0.52,0.143,0.136,0.138,0.166,0.061,0.03,53.514,-2.335
0.522,0.02,0.146,0.26,0.229,0.053,0.037,51.056,0.421
0.499,0.453,0.044,0.028,0.082,0.028,0.59,52.931,-1.177
0.538,0.532,0.054,0.038,0.181,0.074,0.08,51.474,-0.182
0.511,0.153,0.116,0.169,0.223,0.05,0.044,51.815,-0.206
0.5,0.035,0.227,0.142,0.212,0.153,0.022,54.863,-1.708
0.509,0.038,0.083,0.268,0.132,0.04,0.057,53.833,-0.44
0.515,0.249,0.196,0.086,0.304,0.076,0.062,52.305,-0.715
0.509,0.096,0.241,0.129,0.231,0.091,0.038,52.654,1.288
0.509,0.088,0.241,0.145,0.22,0.099,0.034,51.251,0.545
0.511,0.225,0.085,0.166,0.233,0.04,0.042,51.394,-0.235
0.518,0.291,0.034,0.086,0.13,0.031,0.071,51.543,-0.183
0.514,0.025,0.104,0.288,0.161,0.059,0.034,51.57,-2.105
0.491,0.117,0.069,0.096,0.174,0.034,0.044,53.352,-1.481
0.505,0.016,0.149,0.285,0.148,0.079,0.044,51.482,-3.708
0.497,0.536,0.142,0.133,0.201,0.068,0.065,51.895,-0.481
0.506,0.199,0.194,0.173,0.216,0.073,0.073,52.07,1.193
0.495,0.02,0.196,0.279,0.139,0.062,0.03,53.048,-0.07
0.522,0.02,0.11,0.263,0.186,0.031,0.041,53.309,-1.489
0.529,0.341,0.073,0.14,0.189,0.044,0.059,51.459,-0.019
0.513,0.021,0.23,0.113,0.217,0.084,0.047,53.586,-1.479
0.502,0.305,0.05,0.075,0.194,0.032,0.05,51.418,-0.208
0.524,0.03,0.08,0.172,0.139,0.034,0.041,52.683,-0.307
0.523,0.539,0.124,0.094,0.194,0.089,0.111,51.445,-0.071
0.508,0.016,0.1,0.227,0.138,0.033,0.037,53.119,-2.269
0.497,0.797,0.15,0.129,0.241,0.127,0.085,51.571,0.109
0.493,0.941,0.252,0.093,0.254,0.216,0.111,52.449,-1.865
0.519,0.44,0.14,0.114,0.203,0.097,0.07,53.362,-1.485
0.513,0.291,0.08,0.263,0.175,0.053,0.052,52.405,-1.798
0.512,0.072,0.079,0.147,0.223,0.03,0.043,51.51,-1.756
0.516,0.311,0.089,0.077,0.104,0.069,0.038,51.567,-0.115
0.513,0.475,0.13,0.091,0.114,0.069,0.089,51.482,-0.097
0.513,0.05,0.139,0.228,0.204,0.048,0.035,50.934,-1.508
0.506,0.05,0.152,0.209,0.173,0.053,0.049,53.037,-2.235
0.507,0.055,0.095,0.229,0.169,0.033,0.047,51.774,-0.135
0.512,0.246,0.06,0.067,0.182,0.03,0.037,51.417,-0.189
0.514,0.129,0.19,0.124,0.195,0.071,0.081,53.979,-1.087
0.521,0.117,0.038,0.117,0.215,0.02,0.043,51.454,-0.321
0.499,0.019,0.133,0.313,0.131,0.04,0.033,50.804,-3.981
0.515,0.095,0.154,0.162,0.227,0.063,0.037,50.821,-0.425
0.475,0.09,0.104,0.126,0.17,0.034,0.036,51.553,-1.795
0.495,0.143,0.114,0.194,0.166,0.046,0.043,51.251,-1.102
0.523,0.166,0.207,0.172,0.213,0.088,0.04,52.457,-2.092
0.516,0.587,0.196,0.105,0.193,0.145,0.086,51.601,-0.04
0.517,0.44,0.114,0.11,0.241,0.106,0.078,51.459,-0.254
0.523,0.03,0.119,0.258,0.157,0.025,0.029,51.004,-2.184
0.529,0.01,0.159,0.289,0.152,0.058,0.029,54.898,-2.976
0.468,0.232,0.114,0.061,0.158,0.054,0.073,50.915,-1.421
0.512,0.155,0.148,0.101,0.255,0.05,0.054,51.896,-0.176
0.522,0.574,0.196,0.104,0.224,0.11,0.074,51.608,-0.252
0.509,0.04,0.164,0.195,0.196,0.05,0.042,52.649,-1.711
0.471,0.546,0.126,0.031,0.109,0.076,0.365,52.637,-1.141
0.518,0.058,0.225,0.117,0.244,0.086,0.032,52.768,0.414
0.485,0.121,0.049,0.073,0.213,0.017,0.042,50.889,-1.251
0.504,0.223,0.086,0.194,0.175,0.042,0.085,51.255,-0.613
0.519,0.02,0.26,0.117,0.214,0.122,0.045,53.476,-2.872
0.536,0.238,0.246,0.11,0.262,0.106,0.068,51.489,-3.142
0.535,0.034,0.155,0.313,0.149,0.058,0.05,53.626,-2.326
0.538,0.03,0.142,0.165,0.201,0.07,0.044,53.374,-3.036
0.529,0.029,0.174,0.207,0.175,0.049,0.037,53.064,-2.147
0.482,0.716,0.154,0.068,0.231,0.128,0.104,51.517,-0.056
0.507,0.006,0.165,0.31,0.121,0.039,0.034,53.727,-0.724
0.538,0.081,0.189,0.242,0.163,0.069,0.035,51.467,-2.487
0.51,0.065,0.186,0.308,0.148,0.062,0.039,52.978,-2.149
0.522,0.175,0.049,0.121,0.183,0.029,0.036,51.438,-0.172
0.52,0.207,0.098,0.139,0.189,0.035,0.052,52.136,-0.429
0.534,0.037,0.221,0.115,0.25,0.11,0.078,53.537,-2.756
0.512,0.01,0.227,0.396,0.103,0.07,0.029,53.247,-1.369
0.432,0.39,0.301,0.14,0.207,0.206,0.088,53.745,-2.492
0.506,0.021,0.139,0.381,0.124,0.036,0.039,50.248,-4.824
0.471,0.089,0.105,0.34,0.088,0.049,0.045,50.792,-1.104
0.507,0.028,0.195,0.127,0.235,0.068,0.028,50.868,-1.007
0.521,0.177,0.055,0.199,0.23,0.03,0.045,51.374,-0.345
0.507,0.377,0.129,0.248,0.184,0.076,0.051,53.377,-2.235
0.514,0.825,0.23,0.058,0.326,0.184,0.094,52.573,-1.98
0.515,0.015,0.163,0.177,0.189,0.059,0.034,53.518,-1.307
0.506,0.084,0.139,0.128,0.231,0.049,0.036,52.363,-0.672
0.498,0.832,0.207,0.111,0.186,0.093,0.07,51.552,-0.289
0.534,0.022,0.081,0.284,0.181,0.06,0.043,51.355,-2.258
0.495,0.024,0.148,0.256,0.132,0.07,0.029,53.686,-0.431
0.497,0.069,0.131,0.142,0.211,0.044,0.042,50.796,-1.053
0.503,0.168,0.086,0.101,0.213,0.03,0.064,51.597,-1.799
0.521,0.057,0.119,0.222,0.202,0.059,0.041,51.814,-3.022
0.528,0.027,0.202,0.103,0.275,0.088,0.06,53.282,-2.93
0.512,0.55,0.157,0.079,0.257,0.091,0.083,51.534,0.164
0.531,0.077,0.159,0.229,0.138,0.064,0.048,51.487,-3.234
0.535,0.653,0.2,0.098,0.262,0.122,0.087,51.61,-0.044
0.502,0.061,0.086,0.208,0.193,0.032,0.037,50.828,-0.26
0.496,0.039,0.063,0.249,0.201,0.017,0.053,51.314,0.205
0.475,0.61,0.192,0.085,0.171,0.147,0.068,51.574,-0.015
0.498,0.086,0.088,0.216,0.201,0.024,0.053,51.399,-2.356
0.516,0.022,0.166,0.233,0.188,0.07,0.05,51.83,-4.009
0.518,0.036,0.09,0.29,0.129,0.037,0.046,50.829,-1.217
0.534,0.273,0.163,0.088,0.243,0.071,0.057,51.427,0.049
0.485,0.052,0.107,0.219,0.146,0.039,0.053,53.332,-1.381
0.523,0.045,0.212,0.188,0.188,0.113,0.045,53.566,-2.591
0.516,0.332,0.053,0.023,0.077,0.047,0.608,53.469,-2.246
0.481,0.577,0.156,0.038,0.22,0.114,0.203,52.413,-1.49
0.502,0.142,0.18,0.137,0.215,0.061,0.103,52.64,1.227
0.49,0.365,0.069,0.071,0.154,0.046,0.039,51.483,-0.312
0.517,0.604,0.175,0.099,0.158,0.141,0.186,51.527,-0.143
0.536,0.056,0.184,0.131,0.222,0.1,0.076,53.269,-2.884
0.506,0.017,0.134,0.228,0.164,0.036,0.033,53.343,-1.33
0.538,0.106,0.136,0.185,0.171,0.039,0.027,50.997,-0.085
0.515,0.14,0.136,0.111,0.255,0.073,0.05,51.003,-0.087
0.528,0.031,0.177,0.272,0.142,0.055,0.049,53.496,-2.497
0.507,0.028,0.119,0.316,0.112,0.045,0.037,50.177,-5.508
0.494,0.054,0.185,0.171,0.204,0.068,0.043,50.43,-3.574
0.512,0.206,0.162,0.265,0.171,0.068,0.041,52.421,-1.97
0.511,0.933,0.252,0.125,0.202,0.201,0.093,51.516,-0.383
0.511,0.306,0.128,0.162,0.185,0.069,0.063,51.656,-0.084
0.532,0.366,0.112,0.092,0.138,0.082,0.08,51.555,-0.1
0.5,0.028,0.285,0.301,0.163,0.157,0.034,53.535,-2.559
0.463,0.367,0.119,0.127,0.185,0.071,0.039,51.549,-0.405
0.51,0.03,0.212,0.286,0.148,0.078,0.03,53.404,-2.805
0.499,0.143,0.065,0.117,0.19,0.018,0.045,51.421,-0.728
0.528,0.503,0.125,0.265,0.164,0.067,0.053,51.612,-0.287
0.519,0.043,0.12,0.418,0.097,0.06,0.026,53.423,-2.544
0.501,0.725,0.139,0.119,0.217,0.086,0.062,51.474,-0.368
0.535,0.03,0.206,0.32,0.153,0.084,0.035,53.92,-3.042
0.526,0.083,0.162,0.263,0.145,0.049,0.043,50.917,-1.356
0.494,0.073,0.085,0.262,0.174,0.029,0.042,52.389,-1.647
0.507,0.613,0.149,0.118,0.191,0.071,0.085,51.556,-0.351
0.515,0.062,0.156,0.202,0.168,0.054,0.052,51.77,-0.012
0.494,0.167,0.212,0.117,0.21,0.084,0.042,53.681,-1.522
0.496,0.659,0.141,0.141,0.177,0.088,0.082,51.465,-0.349
0.525,0.022,0.177,0.269,0.151,0.069,0.045,53.535,-1.172
0.51,0.027,0.114,0.251,0.147,0.046,0.043,52.811,-1.799
0.503,0.011,0.142,0.248,0.161,0.028,0.04,51.199,-2.485
0.513,0.008,0.148,0.318,0.151,0.057,0.03,53.322,-1.921
0.502,0.018,0.108,0.26,0.171,0.04,0.043,53.352,-1.226
0.505,0.03,0.083,0.202,0.182,0.031,0.051,53.16,-2.227
0.525,0.045,0.189,0.267,0.17,0.066,0.037,53.3,-1.456
0.498,0.024,0.146,0.173,0.169,0.063,0.037,53.283,-1.259
0.513,0.024,0.192,0.171,0.183,0.072,0.035,52.724,-2.044
0.51,0.095,0.161,0.167,0.178,0.035,0.044,52.581,-1.146
0.512,0.369,0.196,0.126,0.24,0.08,0.058,51.564,0.164
0.523,0.519,0.129,0.07,0.191,0.102,0.074,51.561,-0.106
0.51,0.081,0.06,0.126,0.239,0.029,0.053,51.525,-3.27
0.532,0.033,0.101,0.303,0.141,0.025,0.025,53.242,-1.474
0.516,0.273,0.037,0.107,0.174,0.032,0.063,51.543,-0.184
0.52,0.016,0.169,0.301,0.147,0.09,0.041,50.358,-4.068
0.515,0.029,0.115,0.234,0.182,0.032,0.031,50.919,-0.989
0.529,0.392,0.137,0.094,0.243,0.089,0.056,51.367,-0.196
0.494,0.25,0.047,0.01,0.027,0.03,0.416,53.402,-2.98
0.5,0.671,0.121,0.109,0.231,0.093,0.057,51.584,-0.329
0.515,0.109,0.054,0.292,0.148,0.034,0.069,53.378,-2.352
0.493,0.202,0.108,0.175,0.13,0.047,0.105,50.813,-0.095
0.523,0.04,0.148,0.253,0.172,0.04,0.045,53.969,-1.041
0.517,0.038,0.186,0.217,0.171,0.073,0.037,53.527,-2.509
0.513,0.456,0.116,0.086,0.204,0.083,0.071,51.477,0.066
0.568,0.511,0.143,0.102,0.139,0.112,0.074,51.462,-0.136
0.49,0.126,0.115,0.158,0.171,0.06,0.041,51.282,0.509
0.498,0.096,0.165,0.123,0.165,0.113,0.035,54.536,-1.559
0.51,0.018,0.153,0.182,0.171,0.079,0.031,54.157,-3.17
0.491,0.25,0.063,0.119,0.13,0.035,0.133,51.483,-0.222
0.532,0.178,0.214,0.263,0.187,0.074,0.052,51.97,-0.208
0.523,0.052,0.148,0.206,0.19,0.046,0.039,51.221,-0.319
0.516,0.046,0.141,0.129,0.205,0.055,0.044,53.55,-2.609
0.516,0.075,0.161,0.15,0.189,0.046,0.051,51.602,-2.997
0.523,0.031,0.173,0.219,0.17,0.064,0.045,53.69,-2.722
0.525,0.457,0.103,0.131,0.214,0.062,0.058,51.563,-0.388
0.52,0.092,0.1,0.175,0.223,0.035,0.032,52.035,-0.231
0.518,0.079,0.166,0.213,0.191,0.063,0.04,51.711,-1.965
0.514,0.037,0.086,0.156,0.173,0.026,0.039,50.914,-1.507
0.506,0.039,0.178,0.289,0.172,0.079,0.032,52.216,-0.294
0.522,0.021,0.123,0.288,0.141,0.046,0.053,50.902,-0.741
0.507,0.09,0.101,0.187,0.199,0.035,0.05,50.839,-1.064
0.466,0.201,0.202,0.091,0.148,0.101,0.095,50.769,0.292
0.531,0.049,0.087,0.226,0.224,0.035,0.041,51.074,-1.308
0.52,0.058,0.051,0.268,0.207,0.017,0.046,51.073,-1.344
0.526,0.028,0.174,0.16,0.208,0.074,0.039,53.619,-2.656
0.519,0.025,0.205,0.357,0.131,0.067,0.031,52.661,-2.025
0.517,0.072,0.111,0.193,0.207,0.03,0.047,51.301,0.018
0.509,0.038,0.181,0.149,0.213,0.065,0.046,52.485,1.747
0.508,0.063,0.179,0.136,0.251,0.087,0.045,53.503,-2.465
0.508,0.065,0.234,0.188,0.187,0.079,0.031,52.487,-1.476
0.525,0.031,0.2,0.225,0.173,0.086,0.039,50.661,-1.163
0.507,0.293,0.103,0.169,0.141,0.047,0.023,51.413,-0.03
0.522,0.097,0.142,0.147,0.19,0.065,0.053,50.844,-0.215
0.536,0.028,0.14,0.349,0.132,0.05,0.044,53.724,-2.786
0.495,0.534,0.189,0.111,0.22,0.094,0.063,51.906,-0.453
0.534,0.054,0.256,0.194,0.191,0.108,0.041,51.783,-3.752
0.514,0.039,0.133,0.291,0.142,0.055,0.039,51.334,0.354
0.558,0.616,0.14,0.157,0.191,0.097,0.068,51.437,-0.008
0.498,0.046,0.122,0.11,0.192,0.056,0.033,53.254,-2.523
0.518,0.009,0.192,0.284,0.151,0.078,0.033,53.594,-0.192
0.474,0.596,0.143,0.051,0.178,0.081,0.096,52.645,-1.136
0.52,0.167,0.171,0.108,0.222,0.073,0.071,51.432,-2.585
0.511,0.009,0.183,0.327,0.124,0.058,0.024,53.106,-1.553
0.546,0.534,0.109,0.047,0.15,0.073,0.219,51.467,-0.017
0.503,0.477,0.132,0.124,0.216,0.077,0.066,51.489,0.131
0.512,0.011,0.18,0.31,0.136,0.052,0.038,53.511,-0.051
0.492,0.045,0.206,0.168,0.163,0.121,0.034,53.45,-2.751
0.519,0.011,0.295,0.178,0.218,0.139,0.033,54.706,-3.49
0.459,0.409,0.102,0.105,0.141,0.091,0.063,51.509,-0.032
0.442,0.151,0.152,0.112,0.166,0.075,0.06,50.37,-4.127
0.49,0.812,0.202,0.074,0.231,0.142,0.104,51.544,0.046
0.526,0.033,0.101,0.247,0.137,0.048,0.059,53.827,-0.432
0.52,0.391,0.13,0.058,0.191,0.064,0.066,51.566,-0.009
0.524,0.496,0.135,0.074,0.228,0.086,0.055,51.429,0.026
0.491,0.156,0.145,0.166,0.171,0.048,0.046,51.456,-2.528
0.514,0.624,0.156,0.116,0.18,0.116,0.148,51.522,-0.12
0.48,0.026,0.232,0.14,0.208,0.118,0.045,53.546,-2.681
0.504,0.593,0.228,0.095,0.251,0.127,0.098,51.536,0.098
0.552,0.05,0.226,0.291,0.166,0.089,0.039,50.856,0.507
0.507,0.048,0.124,0.188,0.202,0.057,0.038,51.451,-2.1
0.474,0.262,0.231,0.113,0.187,0.141,0.067,53.799,-1.597
0.508,0.038,0.142,0.203,0.172,0.041,0.036,51.675,-2.334
0.528,0.045,0.182,0.301,0.132,0.065,0.033,52.602,0.381
0.509,0.188,0.09,0.209,0.182,0.054,0.06,50.852,-0.171
0.515,0.025,0.13,0.283,0.178,0.05,0.03,51.441,-2.475
0.519,0.05,0.066,0.381,0.13,0.032,0.042,50.851,-0.785
0.501,0.231,0.258,0.275,0.139,0.181,0.033,52.532,-1.826
0.509,0.56,0.18,0.141,0.237,0.076,0.071,51.909,-0.473
0.519,0.021,0.131,0.281,0.156,0.039,0.039,52.482,1.7
0.498,0.117,0.115,0.17,0.127,0.055,0.026,51.637,-0.47
0.543,0.515,0.111,0.093,0.104,0.053,0.282,51.522,-0.232
0.506,0.703,0.177,0.077,0.194,0.145,0.126,51.518,-0.048
0.495,0.121,0.104,0.124,0.139,0.053,0.087,53.394,-1.497
0.498,0.561,0.234,0.126,0.209,0.122,0.092,53.383,-1.407
0.504,0.157,0.037,0.148,0.126,0.018,0.188,52.213,0.116
0.517,0.073,0.152,0.275,0.166,0.051,0.043,52.799,-2.078
0.544,0.187,0.035,0.093,0.234,0.05,0.056,51.452,-0.164
0.505,0.212,0.133,0.148,0.211,0.059,0.05,53.367,-2.896
0.513,0.128,0.116,0.141,0.184,0.047,0.051,50.834,-0.758
0.499,0.477,0.148,0.093,0.21,0.088,0.057,51.587,-0.033
0.502,0.105,0.214,0.181,0.17,0.101,0.044,53.558,-0.029
0.522,0.053,0.15,0.213,0.199,0.044,0.029,52.082,0.024
