indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,LAT,LONG
0.52,0.07,0.091,0.11,0.277,0.041,0.038,51.946,-0.003
0.504,0.018,0.146,0.252,0.176,0.043,0.03,52.624,1.492
0.506,0.026,0.178,0.114,0.238,0.066,0.059,52.508,-3.341
0.48,0.416,0.208,0.105,0.178,0.116,0.064,51.439,0.372
0.508,0.23,0.166,0.187,0.203,0.068,0.043,53.703,-1.622
0.497,0.326,0.151,0.155,0.213,0.075,0.046,51.433,-0.386
0.51,0.591,0.212,0.105,0.239,0.118,0.075,52.514,-1.997
0.519,0.078,0.126,0.26,0.168,0.042,0.029,52.448,-2.16
0.502,0.186,0.031,0.081,0.126,0.032,0.047,51.464,-0.141
0.503,0.043,0.16,0.277,0.15,0.055,0.033,53.568,-2.372
0.53,0.036,0.206,0.419,0.105,0.072,0.029,54.078,-2.839
0.513,0.165,0.049,0.127,0.144,0.029,0.057,51.462,-0.212
0.508,0.105,0.089,0.23,0.14,0.032,0.043,51.52,-2.544
0.52,0.026,0.2,0.205,0.18,0.095,0.038,53.376,-2.723
0.525,0.151,0.178,0.146,0.233,0.07,0.044,52.607,-1.952
0.521,0.11,0.108,0.182,0.133,0.075,0.052,50.831,-0.18
0.534,0.011,0.216,0.496,0.088,0.053,0.025,51.248,-2.999
0.504,0.033,0.181,0.192,0.175,0.072,0.024,52.618,0.027
0.49,0.95,0.255,0.077,0.284,0.211,0.125,52.454,-1.862
0.515,0.058,0.149,0.203,0.168,0.05,0.035,51.542,-1.903
0.53,0.29,0.209,0.157,0.223,0.086,0.081,52.462,-1.78
0.508,0.152,0.077,0.155,0.196,0.035,0.036,51.378,-0.397
0.522,0.033,0.142,0.235,0.152,0.056,0.035,50.406,-5.072
0.489,0.041,0.089,0.281,0.127,0.035,0.088,52.853,-3.056
0.515,0.03,0.093,0.232,0.188,0.031,0.033,50.143,-5.09
0.497,0.768,0.188,0.095,0.247,0.12,0.069,51.496,-0.419
0.521,0.119,0.173,0.215,0.201,0.068,0.036,52.899,-1.418
0.521,0.014,0.125,0.329,0.134,0.021,0.041,52.46,-2.17
0.544,0.108,0.07,0.136,0.142,0.031,0.162,51.384,-2.392
0.526,0.072,0.164,0.173,0.198,0.07,0.047,51.864,0.911
0.532,0.285,0.146,0.158,0.239,0.057,0.039,51.455,-1.025
0.488,0.173,0.102,0.149,0.19,0.047,0.026,51.901,-0.222
0.541,0.098,0.103,0.269,0.163,0.037,0.041,51.305,-0.303
0.524,0.976,0.287,0.106,0.251,0.26,0.123,52.473,-1.846
0.525,0.014,0.189,0.284,0.129,0.056,0.035,52.341,-2.27
0.51,0.159,0.122,0.212,0.146,0.032,0.07,53.009,-2.21
0.513,0.051,0.145,0.244,0.137,0.082,0.037,53.762,-2.604
0.504,0.181,0.129,0.26,0.185,0.063,0.04,52.161,-0.456
0.512,0.132,0.131,0.212,0.19,0.052,0.049,50.924,-1.351
0.501,0.072,0.142,0.243,0.169,0.054,0.041,51.481,-2.498
0.508,0.172,0.081,0.278,0.138,0.046,0.048,51.329,-0.745
0.511,0.285,0.135,0.127,0.173,0.073,0.132,51.484,-2.528
0.508,0.26,0.177,0.128,0.205,0.069,0.038,51.663,-0.274
0.5,0.311,0.233,0.237,0.174,0.088,0.035,52.673,-1.081
0.528,0.407,0.202,0.134,0.231,0.096,0.078,51.348,-0.014
0.509,0.358,0.062,0.054,0.3,0.035,0.059,52.167,0.121
0.502,0.011,0.138,0.278,0.152,0.05,0.021,53.82,-0.802
0.518,0.025,0.252,0.457,0.059,0.084,0.022,50.431,-3.559
0.505,0.014,0.159,0.287,0.152,0.046,0.038,52.164,-3.319
0.508,0.064,0.152,0.144,0.181,0.045,0.042,51.34,-2.969
0.52,0.701,0.115,0.07,0.244,0.099,0.06,51.567,-0.353
0.492,0.466,0.213,0.123,0.258,0.107,0.068,53.746,-2.445
0.527,0.25,0.107,0.171,0.171,0.072,0.047,51.649,-0.186
0.506,0.079,0.103,0.211,0.204,0.05,0.041,51.325,-0.2
0.53,0.11,0.224,0.141,0.283,0.104,0.049,52.617,-2.024
0.5,0.014,0.251,0.247,0.156,0.11,0.035,53.252,-1.213
0.494,0.03,0.147,0.22,0.157,0.053,0.038,52.468,0.976
0.509,0.629,0.287,0.077,0.294,0.166,0.066,53.812,-1.511
0.531,0.487,0.142,0.115,0.23,0.08,0.081,51.52,-0.334
0.521,0.036,0.205,0.219,0.177,0.1,0.035,50.335,-4.797
0.495,0.147,0.172,0.245,0.098,0.101,0.092,50.788,-1.087
0.531,0.024,0.074,0.336,0.169,0.029,0.054,51.575,-4.022
0.512,0.233,0.165,0.159,0.212,0.067,0.046,52.543,-1.898
0.483,0.469,0.167,0.079,0.238,0.111,0.057,51.447,-2.588
0.49,0.022,0.102,0.277,0.126,0.049,0.044,50.921,0.177
0.504,0.276,0.1,0.095,0.158,0.052,0.101,52.205,0.15
0.504,0.028,0.085,0.168,0.187,0.034,0.045,53.33,-2.675
0.501,0.208,0.146,0.213,0.156,0.057,0.036,50.944,-1.377
0.515,0.354,0.094,0.192,0.221,0.055,0.05,53.396,-2.23
0.516,0.39,0.106,0.198,0.178,0.054,0.048,52.566,-1.054
0.527,0.026,0.147,0.201,0.163,0.053,0.043,53.653,-2.089
0.456,0.235,0.052,0.134,0.092,0.038,0.076,51.517,-0.159
0.466,0.381,0.161,0.083,0.202,0.096,0.073,51.49,-3.149
0.522,0.056,0.161,0.162,0.239,0.06,0.059,51.855,-4.333
0.515,0.196,0.082,0.168,0.161,0.033,0.054,53.843,-1.51
0.52,0.027,0.1,0.283,0.171,0.041,0.04,53.493,-3.018
0.507,0.538,0.196,0.205,0.183,0.066,0.058,52.675,-1.091
0.502,0.294,0.077,0.076,0.136,0.062,0.048,51.544,-0.11
0.485,0.22,0.157,0.138,0.158,0.075,0.063,50.922,-1.388
0.491,0.147,0.111,0.17,0.138,0.072,0.097,50.782,-1.081
0.525,0.046,0.143,0.246,0.186,0.05,0.03,50.954,-2.656
0.502,0.077,0.227,0.247,0.158,0.071,0.028,52.984,-2.116
0.505,0.032,0.179,0.371,0.131,0.075,0.037,50.2,-5.309
0.524,0.008,0.232,0.437,0.109,0.074,0.022,53.16,0.239
0.547,0.576,0.145,0.075,0.185,0.113,0.078,51.558,-0.059
0.528,0.016,0.132,0.346,0.134,0.052,0.039,54.07,-2.828
0.497,0.039,0.121,0.178,0.162,0.026,0.043,50.726,-3.557
0.487,0.175,0.155,0.082,0.202,0.05,0.055,52.065,1.131
0.503,0.039,0.201,0.13,0.213,0.094,0.059,53.553,-2.777
0.498,0.06,0.211,0.251,0.15,0.062,0.035,52.529,1.0
0.509,0.029,0.121,0.454,0.133,0.043,0.03,53.299,-1.492
0.531,0.082,0.101,0.325,0.156,0.049,0.026,51.591,-3.047
0.52,0.025,0.091,0.265,0.149,0.031,0.025,50.332,-4.762
0.523,0.624,0.128,0.052,0.2,0.094,0.085,51.487,-0.038
0.5,0.309,0.067,0.154,0.2,0.06,0.059,51.558,0.036
0.5,0.052,0.15,0.219,0.19,0.06,0.03,52.551,-1.247
0.478,0.294,0.141,0.084,0.201,0.082,0.185,50.939,-1.384
0.509,0.592,0.206,0.087,0.217,0.111,0.08,51.598,-0.055
0.521,0.197,0.141,0.192,0.192,0.052,0.045,51.427,0.375
0.508,0.027,0.211,0.267,0.139,0.072,0.034,52.829,0.85
0.501,0.646,0.188,0.086,0.18,0.136,0.13,51.515,-0.047
0.534,0.61,0.129,0.054,0.186,0.078,0.076,51.45,-0.123
0.439,0.217,0.017,0.2,0.062,0.029,0.064,51.519,-0.092
0.573,0.638,0.127,0.088,0.194,0.087,0.087,51.445,-0.116
0.494,0.148,0.142,0.226,0.168,0.059,0.044,51.913,-0.19
0.512,0.491,0.124,0.087,0.193,0.07,0.051,51.451,-0.004
0.515,0.319,0.226,0.125,0.278,0.123,0.073,52.65,-1.179
0.504,0.024,0.115,0.347,0.126,0.056,0.028,53.22,-2.635
0.494,0.823,0.181,0.082,0.336,0.135,0.097,53.559,-2.415
0.52,0.121,0.088,0.159,0.178,0.046,0.049,51.497,-3.28
0.51,0.04,0.172,0.205,0.159,0.054,0.035,52.63,-1.661
0.511,0.024,0.114,0.252,0.156,0.049,0.031,53.714,-2.713
0.516,0.032,0.108,0.27,0.151,0.04,0.041,50.973,-0.859
0.499,0.096,0.124,0.261,0.163,0.046,0.052,52.83,-2.128
0.514,0.045,0.215,0.254,0.178,0.082,0.024,51.302,0.438
0.432,0.235,0.199,0.079,0.169,0.071,0.24,53.766,-0.358
0.518,0.018,0.235,0.211,0.207,0.097,0.055,51.643,-3.044
0.519,0.615,0.216,0.08,0.274,0.19,0.101,53.39,-2.964
0.51,0.357,0.108,0.161,0.21,0.042,0.03,51.525,-0.662
0.512,0.009,0.129,0.258,0.171,0.04,0.028,54.718,-2.661
0.523,0.043,0.18,0.228,0.179,0.076,0.029,53.631,-1.539
0.52,0.023,0.163,0.217,0.168,0.065,0.04,54.548,-1.545
0.515,0.028,0.182,0.154,0.212,0.079,0.055,54.066,-2.797
0.515,0.102,0.117,0.177,0.216,0.038,0.039,51.846,-2.215
0.506,0.442,0.19,0.234,0.163,0.085,0.067,52.54,-1.945
0.507,0.022,0.126,0.258,0.126,0.053,0.034,53.744,-2.542
0.524,0.095,0.1,0.347,0.166,0.028,0.048,50.991,-1.373
0.498,0.124,0.128,0.199,0.201,0.046,0.046,52.362,-1.229
0.533,0.058,0.288,0.136,0.27,0.124,0.046,53.298,-1.113
0.468,0.77,0.218,0.062,0.222,0.162,0.121,53.817,-1.518
0.509,0.195,0.038,0.089,0.162,0.032,0.038,51.394,-0.309
0.507,0.073,0.214,0.135,0.204,0.095,0.046,50.887,-1.366
0.506,0.045,0.096,0.261,0.142,0.032,0.06,52.307,-0.389
0.51,0.036,0.085,0.231,0.18,0.025,0.044,52.673,1.208
0.525,0.512,0.119,0.114,0.152,0.093,0.064,51.476,-0.086
0.542,0.572,0.175,0.077,0.379,0.15,0.082,52.451,-1.978
0.475,0.699,0.213,0.089,0.239,0.136,0.075,53.699,-1.635
0.5,0.079,0.228,0.176,0.198,0.087,0.04,51.588,-2.95
0.504,0.026,0.196,0.204,0.138,0.091,0.042,53.183,-1.395
0.536,0.024,0.182,0.547,0.053,0.061,0.019,50.806,-0.446
0.503,0.158,0.038,0.117,0.132,0.019,0.105,52.201,0.142
0.517,0.327,0.129,0.146,0.204,0.058,0.045,51.379,-0.24
0.48,0.032,0.223,0.238,0.181,0.069,0.039,52.571,-1.338
0.501,0.038,0.174,0.172,0.215,0.082,0.038,52.471,1.731
0.512,0.395,0.059,0.17,0.214,0.044,0.066,51.409,-0.264
0.506,0.552,0.174,0.081,0.271,0.121,0.074,51.554,0.117
0.537,0.054,0.27,0.183,0.188,0.131,0.041,53.439,-2.936
0.492,0.22,0.059,0.105,0.18,0.035,0.04,51.754,-0.327
0.512,0.036,0.126,0.151,0.216,0.058,0.072,53.743,-0.423
0.501,0.8,0.159,0.122,0.201,0.1,0.08,51.477,-0.389
0.484,0.029,0.198,0.293,0.14,0.073,0.046,53.844,-3.049
0.498,0.066,0.105,0.232,0.155,0.042,0.05,51.363,-0.665
0.508,0.032,0.143,0.267,0.147,0.062,0.035,53.395,-2.555
0.52,0.559,0.166,0.082,0.299,0.08,0.082,51.53,0.16
0.522,0.021,0.107,0.229,0.158,0.048,0.046,51.737,-4.057
0.501,0.06,0.061,0.21,0.215,0.021,0.053,51.683,-0.702
0.516,0.11,0.258,0.162,0.236,0.133,0.064,52.615,-1.993
0.488,0.094,0.233,0.158,0.149,0.101,0.035,52.751,0.401
0.509,0.022,0.087,0.284,0.158,0.037,0.034,52.319,-1.007
0.505,0.131,0.085,0.059,0.248,0.033,0.032,51.13,-0.859
0.501,0.942,0.231,0.069,0.294,0.195,0.119,52.469,-1.841
0.49,0.233,0.062,0.018,0.265,0.033,0.046,51.528,-2.582
0.498,0.398,0.156,0.113,0.231,0.063,0.042,51.447,-0.464
0.501,0.816,0.177,0.102,0.221,0.107,0.079,51.501,-0.417
0.516,0.025,0.108,0.214,0.183,0.035,0.043,50.468,-3.57
0.529,0.023,0.124,0.236,0.179,0.057,0.042,50.368,-5.059
0.532,0.147,0.035,0.174,0.121,0.024,0.068,51.425,-0.215
0.514,0.926,0.254,0.083,0.251,0.251,0.131,52.468,-1.878
0.505,0.022,0.146,0.287,0.158,0.056,0.038,51.923,1.127
0.54,0.258,0.223,0.096,0.251,0.122,0.129,53.497,-2.284
0.546,0.049,0.218,0.231,0.188,0.094,0.034,52.917,-1.403
0.52,0.079,0.122,0.238,0.164,0.037,0.044,50.823,-0.394
0.533,0.26,0.233,0.155,0.23,0.147,0.048,52.431,-2.012
0.52,0.042,0.113,0.332,0.149,0.052,0.035,53.543,-2.911
0.553,0.199,0.231,0.156,0.289,0.108,0.06,51.473,-3.263
0.503,0.83,0.165,0.11,0.214,0.141,0.093,51.549,0.033
0.512,0.121,0.132,0.23,0.162,0.031,0.034,51.512,-2.593
0.516,0.013,0.233,0.288,0.142,0.099,0.032,53.425,-1.211
0.523,0.294,0.069,0.134,0.203,0.054,0.034,51.585,0.027
0.489,0.547,0.026,0.015,0.12,0.037,0.05,51.5,0.034
0.471,0.243,0.061,0.057,0.072,0.046,0.433,50.791,-1.085
0.525,0.302,0.217,0.153,0.249,0.096,0.052,51.096,-0.203
0.526,0.134,0.14,0.151,0.197,0.065,0.04,51.989,-0.231
0.494,0.04,0.156,0.165,0.229,0.05,0.086,50.908,-3.467
0.5,0.011,0.199,0.338,0.14,0.048,0.02,52.526,-2.149
0.517,0.137,0.088,0.163,0.083,0.055,0.1,51.065,-1.315
0.539,0.204,0.152,0.095,0.276,0.08,0.042,53.4,-2.363
0.533,0.029,0.136,0.258,0.174,0.05,0.035,53.871,-2.405
0.533,0.196,0.198,0.099,0.287,0.101,0.057,53.806,-1.61
0.505,0.03,0.18,0.24,0.147,0.062,0.027,52.749,0.409
0.502,0.688,0.182,0.06,0.175,0.129,0.092,51.568,-0.024
0.502,0.028,0.202,0.208,0.166,0.068,0.039,53.594,-1.557
0.54,0.342,0.099,0.098,0.199,0.06,0.109,51.411,-0.291
0.508,0.062,0.15,0.319,0.154,0.058,0.035,51.405,0.36
0.491,0.102,0.167,0.195,0.185,0.072,0.047,53.579,-2.393
0.518,0.134,0.05,0.244,0.196,0.027,0.05,51.596,-0.557
0.513,0.025,0.126,0.322,0.122,0.045,0.052,52.383,-2.947
0.503,0.064,0.138,0.303,0.154,0.05,0.031,51.839,-2.202
0.546,0.012,0.161,0.547,0.065,0.055,0.017,52.372,-2.727
0.535,0.032,0.104,0.176,0.208,0.058,0.042,50.756,-1.303
0.525,0.384,0.111,0.177,0.166,0.06,0.059,51.62,-0.172
0.506,0.277,0.134,0.155,0.2,0.043,0.056,51.429,-0.422
0.524,0.096,0.061,0.084,0.241,0.022,0.044,50.989,-0.115
0.537,0.076,0.086,0.287,0.15,0.039,0.038,51.222,-0.329
0.508,0.099,0.115,0.176,0.196,0.053,0.057,53.43,-2.752
0.498,0.364,0.1,0.183,0.183,0.054,0.061,51.646,-0.176
0.517,0.222,0.06,0.102,0.256,0.042,0.052,51.341,-0.292
0.534,0.06,0.182,0.23,0.204,0.061,0.036,50.96,-2.517
0.511,0.468,0.205,0.154,0.206,0.105,0.063,51.451,-0.428
0.505,0.176,0.138,0.156,0.172,0.05,0.038,51.375,-0.163
0.492,0.475,0.126,0.119,0.221,0.069,0.067,51.892,-0.416
0.506,0.143,0.138,0.219,0.163,0.051,0.047,52.923,-1.162
0.511,0.182,0.18,0.183,0.168,0.081,0.051,52.462,-1.519
0.508,0.952,0.23,0.066,0.322,0.174,0.092,53.51,-2.239
0.508,0.112,0.069,0.099,0.217,0.022,0.042,52.009,-0.525
0.509,0.029,0.128,0.268,0.157,0.038,0.04,50.129,-5.288
0.476,0.621,0.214,0.107,0.246,0.151,0.076,52.575,-2.148
0.5,0.364,0.195,0.091,0.265,0.108,0.073,53.531,-2.207
0.445,0.227,0.122,0.067,0.051,0.075,0.44,53.398,-2.979
0.497,0.04,0.1,0.216,0.138,0.037,0.03,51.634,-0.834
0.487,0.081,0.073,0.179,0.095,0.028,0.062,53.955,-1.086
0.519,0.295,0.196,0.059,0.329,0.078,0.057,52.322,-0.686
0.513,0.209,0.084,0.155,0.225,0.034,0.045,51.393,-0.036
0.507,0.47,0.154,0.113,0.234,0.07,0.042,51.624,-0.787
0.505,0.016,0.134,0.264,0.132,0.061,0.029,54.139,-2.769
0.552,0.06,0.06,0.222,0.206,0.016,0.084,53.85,-1.038
0.519,0.126,0.103,0.124,0.172,0.046,0.044,53.346,-1.478
0.525,0.03,0.106,0.368,0.123,0.06,0.026,50.925,-0.594
0.526,0.248,0.109,0.165,0.221,0.06,0.054,51.463,0.018
0.52,0.088,0.275,0.227,0.175,0.105,0.05,50.946,-1.446
0.499,0.068,0.21,0.17,0.216,0.068,0.038,52.449,0.622
0.527,0.051,0.136,0.287,0.13,0.065,0.034,53.344,-2.991
0.529,0.065,0.211,0.136,0.229,0.101,0.04,53.485,-2.509
0.507,0.047,0.192,0.309,0.142,0.108,0.027,52.762,-0.172
0.513,0.032,0.14,0.229,0.172,0.038,0.051,53.972,-1.128
0.506,0.23,0.273,0.255,0.147,0.158,0.06,53.397,-1.492
0.517,0.024,0.162,0.305,0.129,0.059,0.038,53.047,-0.839
0.536,0.185,0.095,0.208,0.107,0.041,0.32,51.502,-3.162
0.517,0.025,0.116,0.257,0.181,0.046,0.037,51.651,-2.668
0.564,0.233,0.06,0.208,0.112,0.055,0.106,51.495,-0.152
0.511,0.282,0.13,0.123,0.214,0.042,0.04,51.889,-0.515
0.528,0.033,0.131,0.367,0.148,0.048,0.037,50.23,-5.09
0.528,0.031,0.206,0.236,0.17,0.097,0.051,53.473,-2.628
0.5,0.046,0.131,0.188,0.2,0.051,0.025,51.968,0.592
0.529,0.016,0.14,0.276,0.146,0.062,0.037,54.573,-1.862
0.505,0.031,0.092,0.206,0.198,0.038,0.046,53.633,-2.624
0.522,0.043,0.138,0.224,0.183,0.04,0.042,51.942,-0.045
0.53,0.252,0.081,0.105,0.15,0.064,0.043,51.439,-0.165
0.506,0.062,0.231,0.138,0.178,0.128,0.039,53.436,-2.703
0.496,0.051,0.284,0.218,0.131,0.165,0.033,53.451,-1.373
0.525,0.248,0.121,0.119,0.268,0.051,0.043,51.678,-0.588
0.518,0.039,0.087,0.279,0.176,0.04,0.04,54.514,-1.585
0.511,0.018,0.126,0.26,0.169,0.041,0.03,52.786,-3.075
0.51,0.023,0.195,0.21,0.183,0.067,0.029,52.761,-1.567
0.532,0.018,0.155,0.155,0.215,0.081,0.05,53.328,-2.984
0.508,0.024,0.091,0.275,0.142,0.034,0.035,53.438,-1.93
0.519,0.122,0.107,0.192,0.181,0.037,0.045,51.279,0.487
0.497,0.788,0.152,0.081,0.224,0.092,0.09,51.384,-0.111
0.522,0.027,0.183,0.283,0.156,0.058,0.039,53.928,-2.175
0.512,0.428,0.187,0.187,0.17,0.116,0.075,51.485,0.045
0.512,0.112,0.108,0.194,0.178,0.034,0.038,51.266,-0.21
0.493,0.254,0.228,0.209,0.152,0.11,0.05,53.419,-1.461
0.523,0.387,0.204,0.215,0.186,0.108,0.046,51.613,-0.789
0.503,0.046,0.09,0.194,0.196,0.035,0.027,51.351,-1.158
0.538,0.428,0.125,0.102,0.152,0.104,0.059,51.565,-0.126
0.509,0.02,0.163,0.199,0.154,0.049,0.028,53.317,-1.299
0.438,0.076,0.195,0.216,0.12,0.106,0.025,50.464,-3.529
0.514,0.361,0.054,0.039,0.272,0.033,0.071,52.036,-0.71
0.544,0.46,0.078,0.057,0.124,0.072,0.164,51.566,-0.11
0.521,0.478,0.167,0.088,0.237,0.096,0.075,51.427,0.016
0.497,0.2,0.21,0.165,0.175,0.115,0.062,53.528,-2.214
0.512,0.028,0.121,0.264,0.145,0.04,0.032,52.638,1.338
0.516,0.122,0.121,0.313,0.137,0.039,0.038,52.401,-1.833
0.493,0.146,0.114,0.186,0.176,0.055,0.039,51.319,-0.62
0.519,0.535,0.104,0.088,0.202,0.066,0.074,51.472,-0.077
0.526,0.269,0.211,0.138,0.234,0.114,0.061,52.541,-1.872
0.538,0.044,0.171,0.171,0.225,0.063,0.052,53.63,-3.0
0.502,0.61,0.089,0.022,0.201,0.079,0.099,51.52,-0.039
0.492,0.769,0.142,0.145,0.189,0.105,0.09,51.579,0.058
0.523,0.063,0.113,0.34,0.159,0.034,0.044,51.53,-3.208
0.527,0.429,0.232,0.087,0.246,0.127,0.074,51.542,0.121
0.513,0.037,0.129,0.278,0.145,0.048,0.027,50.962,-1.295
0.515,0.02,0.259,0.234,0.203,0.071,0.023,53.709,-1.254
0.511,0.245,0.063,0.193,0.157,0.047,0.257,51.508,-3.171
0.498,0.264,0.139,0.188,0.18,0.059,0.052,51.469,0.088
0.446,0.199,0.088,0.032,0.087,0.054,0.078,50.899,-1.393
0.502,0.042,0.086,0.195,0.195,0.036,0.043,53.395,-2.733
0.532,0.047,0.087,0.141,0.209,0.022,0.031,50.83,-0.369
0.498,0.552,0.209,0.155,0.202,0.112,0.072,52.488,-2.006
0.489,0.077,0.188,0.207,0.166,0.076,0.042,50.836,-0.334
0.523,0.505,0.134,0.099,0.209,0.062,0.103,51.441,-0.005
0.495,0.4,0.181,0.116,0.253,0.124,0.07,52.417,-1.865
0.553,0.022,0.093,0.386,0.128,0.042,0.031,50.889,-0.33
0.513,0.021,0.153,0.139,0.228,0.059,0.037,53.54,-1.165
0.503,0.283,0.205,0.238,0.147,0.07,0.047,52.782,-1.233
0.538,0.45,0.141,0.125,0.151,0.102,0.079,51.549,-0.05
0.504,0.044,0.092,0.28,0.194,0.027,0.035,50.839,-0.276
0.488,0.032,0.1,0.282,0.197,0.03,0.048,54.228,-2.54
0.532,0.19,0.198,0.108,0.29,0.135,0.097,53.538,-2.423
0.535,0.695,0.177,0.135,0.209,0.134,0.084,51.565,-0.348
0.495,0.225,0.062,0.168,0.245,0.038,0.047,53.41,-2.338
0.524,0.086,0.043,0.269,0.219,0.018,0.038,51.489,-2.606
0.514,0.12,0.147,0.361,0.143,0.047,0.033,52.627,-1.233
0.535,0.443,0.193,0.16,0.161,0.104,0.064,51.411,-0.068
0.538,0.238,0.167,0.093,0.308,0.102,0.067,53.549,-2.287
0.503,0.111,0.055,0.211,0.172,0.027,0.04,51.01,-0.106
0.501,0.011,0.175,0.215,0.18,0.076,0.04,51.797,-3.859
0.511,0.529,0.177,0.218,0.203,0.117,0.051,51.905,-0.462
0.511,0.062,0.186,0.239,0.19,0.094,0.035,51.849,1.269
0.507,0.082,0.137,0.17,0.184,0.05,0.04,52.41,-0.724
0.508,0.015,0.096,0.317,0.16,0.046,0.029,54.821,-1.751
0.518,0.399,0.113,0.102,0.204,0.054,0.058,52.115,-0.461
0.511,0.179,0.099,0.205,0.182,0.035,0.045,51.924,-0.197
0.503,0.429,0.258,0.166,0.186,0.099,0.045,52.515,-1.471
0.522,0.055,0.123,0.161,0.216,0.042,0.048,51.405,-2.502
0.481,0.192,0.089,0.094,0.122,0.039,0.316,50.788,-1.074
0.482,0.562,0.079,0.024,0.204,0.078,0.044,51.373,-0.099
0.525,0.613,0.108,0.121,0.215,0.077,0.075,51.624,-0.258
0.519,0.019,0.175,0.326,0.139,0.06,0.03,53.776,-1.361
0.511,0.058,0.108,0.181,0.18,0.03,0.052,53.986,-1.124
0.517,0.055,0.139,0.311,0.14,0.06,0.042,52.119,-0.293
0.521,0.211,0.057,0.157,0.161,0.032,0.037,51.411,-0.01
0.489,0.029,0.217,0.21,0.164,0.07,0.024,52.688,-1.984
0.523,0.038,0.204,0.152,0.226,0.085,0.051,51.654,-3.05
0.504,0.769,0.204,0.084,0.275,0.173,0.085,52.422,-1.51
0.498,0.034,0.186,0.171,0.189,0.06,0.038,53.765,-0.316
0.504,0.279,0.18,0.164,0.158,0.061,0.068,52.632,-1.156
0.532,0.711,0.207,0.065,0.293,0.155,0.093,51.619,-0.061
0.5,0.15,0.078,0.133,0.205,0.033,0.043,52.205,-0.907
0.531,0.298,0.05,0.039,0.039,0.017,0.786,50.866,-0.102
0.514,0.046,0.154,0.298,0.137,0.051,0.029,52.694,-1.815
0.488,0.026,0.131,0.209,0.183,0.035,0.04,52.446,0.216
0.514,0.418,0.196,0.103,0.217,0.096,0.061,51.445,-0.419
0.508,0.062,0.194,0.311,0.108,0.095,0.027,50.792,-1.121
0.568,0.496,0.115,0.056,0.234,0.083,0.037,51.492,-0.291
0.52,0.681,0.241,0.116,0.252,0.128,0.085,51.634,-0.049
0.502,0.018,0.195,0.214,0.211,0.104,0.031,54.828,-1.689
0.495,0.019,0.155,0.274,0.136,0.063,0.03,53.567,-0.143
0.536,0.073,0.122,0.252,0.189,0.033,0.029,51.648,-0.707
0.506,0.024,0.215,0.168,0.174,0.091,0.048,53.496,-3.004
0.499,0.033,0.082,0.236,0.157,0.028,0.041,51.492,-2.027
0.499,0.034,0.118,0.138,0.176,0.039,0.035,52.723,-2.02
0.486,0.739,0.194,0.086,0.268,0.071,0.075,52.519,-2.042
0.514,0.621,0.113,0.175,0.167,0.083,0.066,51.582,-0.322
0.505,0.033,0.077,0.263,0.166,0.023,0.045,51.43,-2.743
0.604,0.052,0.155,0.186,0.262,0.057,0.079,51.44,-2.006
0.496,0.041,0.151,0.181,0.19,0.079,0.054,53.42,-3.04
0.536,0.034,0.197,0.196,0.214,0.071,0.05,53.002,-0.413
0.505,0.113,0.082,0.124,0.175,0.045,0.059,52.418,-1.932
0.528,0.035,0.169,0.333,0.125,0.046,0.036,51.572,-3.234
0.538,0.08,0.209,0.393,0.09,0.096,0.025,50.839,0.481
0.501,0.217,0.136,0.169,0.199,0.055,0.04,51.56,-1.768
0.505,0.307,0.212,0.159,0.211,0.12,0.059,52.471,-2.041
0.524,0.134,0.039,0.077,0.218,0.033,0.053,51.45,-0.171
0.519,0.098,0.146,0.138,0.234,0.052,0.045,51.88,-0.17
0.526,0.648,0.15,0.089,0.22,0.139,0.162,51.529,-0.141
0.513,0.514,0.199,0.107,0.264,0.106,0.073,53.817,-1.491
0.504,0.012,0.177,0.333,0.127,0.045,0.029,51.195,-3.001
0.508,0.204,0.097,0.156,0.208,0.034,0.045,51.45,0.195
0.509,0.253,0.186,0.072,0.372,0.064,0.08,51.57,-0.078
0.548,0.046,0.087,0.319,0.059,0.04,0.256,50.15,-5.056
0.502,0.009,0.209,0.2,0.174,0.093,0.056,51.646,-3.193
0.518,0.016,0.173,0.271,0.133,0.058,0.048,53.541,-1.429
0.501,0.742,0.118,0.088,0.247,0.096,0.07,51.576,0.085
0.5,0.179,0.161,0.192,0.171,0.068,0.034,51.909,-0.2
0.496,0.292,0.026,0.08,0.15,0.027,0.08,51.527,-0.188
0.506,0.028,0.125,0.137,0.223,0.045,0.045,53.506,-1.376
0.52,0.479,0.174,0.085,0.205,0.082,0.091,51.515,0.05
0.506,0.169,0.111,0.105,0.246,0.046,0.035,51.404,-0.737
0.507,0.122,0.176,0.14,0.124,0.101,0.058,50.774,0.298
0.511,0.019,0.097,0.298,0.147,0.028,0.03,51.662,-2.709
0.516,0.044,0.09,0.29,0.173,0.045,0.042,54.522,-1.585
0.469,0.074,0.054,0.058,0.217,0.018,0.049,52.869,-1.64
0.507,0.08,0.16,0.123,0.223,0.066,0.043,51.222,-1.471
0.511,0.53,0.124,0.075,0.155,0.094,0.081,51.57,-0.092
0.479,0.356,0.055,0.067,0.12,0.023,0.06,51.501,-0.044
0.512,0.449,0.192,0.124,0.253,0.098,0.056,51.427,-0.399
