grid,mean_prob,std_prob
0.011,0.3452969663392519,0.17557235913559704
0.05447368421052631,0.22551940123722963,0.17942474482897436
0.09794736842105262,0.3211522439811098,0.21772831769195128
0.14142105263157895,0.34048779236299886,0.2172859888792615
0.18489473684210525,0.3597416454394626,0.21794862898515502
0.22836842105263155,0.3638132620813774,0.21634253625467223
0.2718421052631579,0.3627217004259344,0.2171501289653067
0.31531578947368416,0.36374785640650226,0.21654000984745062
0.3587894736842105,0.3640758881108795,0.21551744404202894
0.4022631578947368,0.3651888082319235,0.21273701099483397
0.4457368421052631,0.3638450592793607,0.21094877282847804
0.48921052631578943,0.36267980396513966,0.20860825535745856
0.5326842105263158,0.36028888397611164,0.20815454110438222
0.5761578947368421,0.35813142521230373,0.20770120377294973
0.6196315789473683,0.3556727385563974,0.20598418539000038
0.6631052631578946,0.35458265000994127,0.2054598418728973
0.706578947368421,0.3525034185621336,0.20485330425346024
0.7500526315789473,0.3523528359452162,0.2048073323187974
0.7935263157894736,0.3524069879639811,0.20479195229462058
0.837,0.3524139709603286,0.20479075820262302
